plaza_limpia,placa,fecha_dia,coverage_ratio_14d,coverage_ratio_30d,downtime_hours_30d,activity_drop_pct,protections_applied_last_12m,last_protection_at,expected_payment,gnv_credit_30d,bank_transfer,exposure_after_transfer,arrears_amount,risk_score,needs_protection,suggested_scenario,whatsapp_segment,plaza,first_record_date,last_record_date,records_total,litros_total,recaudo_total,avg_daily_litros,avg_daily_recaudo,litros_30d,recaudo_30d,records_30d,litros_90d,recaudo_90d,records_90d,litros_180d,recaudo_180d,records_180d,litros_365d,recaudo_365d,records_365d,avg_30d_litros,avg_30d_recaudo,max_30d_litros,max_30d_recaudo,scenario,intent,distance_km_30d,engine_hours_30d,fault_events_30d,gps_operational_ratio,hase_consumption_gap_flag,hase_fault_alert_flag,hase_downtime_alert_flag,hase_telemetry_ok_flag
EDOMEX - TLANEPANTLA,ECO517,2024-11-20,0.3636554645454545,0.8191638981818182,218.79,0.811,0,,11000.0,9010.80288,605.72,1383.4771200000007,1989.1971200000007,0.553,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2023-10-31,2024-11-20,82,1841.535,0.0,4.783207792207793,0.0,47.878,0.0,2,185.884,0.0,9,788.2560000000001,0.0,35,1811.936,0.0,81,141.65653846153845,0.0,410.06,0.0,base,,607.5070327999998,154.86282573551622,1,0.9221510088361142,0,0,0,0
EDOMEX - TLANEPANTLA,ECO518,2024-08-30,0.0012217445454545,0.0012217445454545,11.99,0.999,0,,11000.0,13.43919,5511.72,5474.840810000001,10986.56081,0.749,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-08-30,2024-08-30,1,1.119,0.0,1.119,0.0,1.119,0.0,1,1.119,0.0,1,1.119,0.0,1,1.119,0.0,1,1.119,0.0,1.119,0.0,base,,936.1299685293737,189.2529768266536,0,0.9258916087707051,0,0,0,0
EDOMEX - TLANEPANTLA,ECO533,2023-12-26,0.0504650718181818,0.0504650718181818,23.04,0.95,0,,11000.0,555.11579,8131.41,2313.4742100000003,10444.88421,0.761,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-12-18,2023-12-26,2,48.229,0.0,6.028625,0.0,48.229,0.0,2,48.229,0.0,2,48.229,0.0,2,48.229,0.0,2,48.229,0.0,48.229,0.0,base,,1397.5108356807525,206.83204654561405,0,0.8519150101983148,0,0,0,0
EDOMEX - TLANEPANTLA,ECO534,2024-07-23,0.1287588409090909,0.1287588409090909,54.41,0.871,0,,11000.0,1416.34725,7700.51,1883.142749999999,9583.65275,0.837,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-09-17,2024-07-23,5,123.025,0.0,0.3981391585760518,0.0,0.659,0.0,1,0.659,0.0,1,0.659,0.0,1,123.025,0.0,5,11.18409090909091,0.0,91.647,0.0,base,,1439.1738662343244,251.6853417446776,0,0.9843160119380064,0,0,0,0
EDOMEX - TLANEPANTLA,ECO772,2025-07-28,4.967296977272727,10.109419445454549,0.0,0.0,0,,11000.0,111203.6139,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP,Estado de M̩xico,2023-09-25,2025-07-28,40,10219.39,0.0,15.230089418777942,0.0,1061.9692,0.0,4,3100.247,0.0,11,5718.23,0.0,21,5912.09,0.0,22,444.32130434782607,0.0,1157.8591,0.0,base,,738.3290701160493,144.34667972543645,0,0.9305848746292189,0,0,0,0
EDOMEX - TLANEPANTLA,F15BEA,2024-07-20,0.3423738327272727,0.3981829954545455,164.01,0.831,0,,11000.0,4380.01295,5061.65,1558.33705,6619.98705,0.767,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2023-09-29,2024-07-20,22,315.545,1515.55,1.07328231292517,5.154931972789115,268.81600000000003,1291.15,19,299.236,1437.26,21,299.236,1437.26,21,315.545,1515.55,22,31.5545,151.555,268.81600000000003,1291.15,base,,1374.3359011830512,214.5750087802333,1,0.9324821542172786,0,0,0,0
EDOMEX - TLANEPANTLA,F42BCG,2024-03-02,0.25405402,0.5323395,266.15999999999997,0.881,0,,11000.0,5855.7345,1900.41,3243.8555000000006,5144.2655,0.71,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-10-16,2024-03-02,60,843.4739999999999,3946.97,6.112130434782609,28.60123188405797,237.721,1074.89,18,424.49,1960.3,31,843.4739999999999,3946.97,60,843.4739999999999,3946.97,60,168.6948,789.3939999999999,249.059,1180.87,base,,715.7041673094294,194.92822239800927,0,0.8796059587255347,0,0,0,0
EDOMEX - ECATEPEC,F52BEF,2025-07-18,0.0300497842727272,0.0300497842727272,70.9,0.97,0,,11000.0,330.547627,5697.89,4971.562373,10669.452373,0.974,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-06-29,2025-07-18,7,27.522699999999993,0.0,1.4485631578947364,0.0,27.522699999999993,0.0,7,27.522699999999993,0.0,7,27.522699999999993,0.0,7,27.522699999999993,0.0,7,27.5227,0.0,27.5227,0.0,base,,990.0625901565293,142.4313353844967,0,0.9570982050321747,0,0,0,0
EDOMEX - ECATEPEC,F62ALD,2025-05-21,0.0508977249090909,0.0508977249090909,46.41,0.949,0,,11000.0,559.8749740000001,9387.4,1052.725026,10440.125026,0.858,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-02-03,2025-05-21,4,46.6174,114.2,0.4397867924528301,1.0773584905660376,35.3584,114.2,3,35.3584,114.2,3,46.6174,114.2,4,46.6174,114.2,4,11.65435,28.549999999999997,21.3394,70.1,base,,1598.6095150119158,169.94578111264644,1,0.953217032812858,0,0,0,0
EDOMEX - TLANEPANTLA,F66BAM,2025-07-17,0.1865845228181817,0.3823179800909091,307.68,0.914,0,,11000.0,4205.497781,2823.49,3971.012219,6794.502219,0.792,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2023-10-01,2025-07-17,31,352.8371,67.0,0.5395062691131499,0.1024464831804281,25.569699999999997,0.0,2,38.7991,0.0,3,140.0371,0.0,12,202.7221,0.0,18,16.038050000000002,3.0454545454545454,77.129,67.0,base,,792.5908232309098,154.2182302825762,0,0.863322116276667,0,0,0,0
EDOMEX - ECATEPEC,F73AGY,2025-07-30,0.2229724192727272,0.3713094738181818,242.79,0.891,0,,11000.0,4084.404212,2713.53,4202.065788,6915.5957880000005,0.793,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-11-30,2025-07-30,26,336.7812,0.0,1.3916578512396696,0.0,126.5654,0.0,11,141.3252,0.0,12,257.4572,0.0,20,336.7812,0.0,26,37.420133333333325,0.0,109.6054,0.0,base,,753.9635825776264,166.01529748777338,0,0.9332992121163888,0,0,0,0
EDOMEX - TLANEPANTLA,F87AEX,2025-02-10,0.1458504636363636,0.1458504636363636,121.49,0.903,0,,11000.0,1604.3551,5202.18,4193.464899999999,9395.6449,0.908,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-01-08,2025-02-10,12,132.55999999999997,0.0,0.3330653266331657,0.0,12.27,0.0,1,34.617000000000004,0.0,4,34.617000000000004,0.0,4,85.654,0.0,8,9.468571428571428,0.0,46.906,0.0,base,,1022.8003325467935,172.94842921531017,2,0.9421471243461832,0,0,0,0
EDOMEX - TLANEPANTLA,FVV484A,2025-07-24,0.009575027090909,0.009575027090909,11.89,0.99,0,,11000.0,105.325298,7319.05,3575.624702,10894.674702,0.743,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-07-24,2025-07-24,1,8.7698,0.0,8.7698,0.0,8.7698,0.0,1,8.7698,0.0,1,8.7698,0.0,1,8.7698,0.0,1,8.7698,0.0,8.7698,0.0,base,,1219.6685259698615,188.15676024586355,1,0.9669795444403428,0,0,0,0
EDOMEX - ECATEPEC,G01BFL,2025-07-12,0.1073148090909091,0.1073148090909091,67.57,0.893,0,,11000.0,1180.4629,8442.25,1377.2870999999996,9819.5371,0.906,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-01-22,2025-07-12,7,98.29,0.0,0.5781764705882353,0.0,49.533,0.0,4,49.533,0.0,4,98.29,0.0,7,98.29,0.0,7,16.381666666666664,0.0,49.533,0.0,base,,1532.9007824132532,203.48472721866685,0,0.8788527650484794,0,0,0,0
EDOMEX - TLANEPANTLA,G07BJK,2025-07-26,0.2254347378181818,0.4776455587272727,279.07,0.887,0,,11000.0,5254.101146,5105.19,640.7088540000004,5745.898854,0.739,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-06-11,2025-07-26,78,965.3906000000002,0.0,2.3603682151589247,0.0,76.3468,0.0,6,141.7346,0.0,11,251.1676,0.0,20,836.8186000000002,0.0,67,68.95647142857142,0.0,121.723,0.0,base,,1580.8211455330343,140.11879927116632,0,0.9728688715528968,0,0,0,0
EDOMEX - TLANEPANTLA,G18AMC,2024-09-11,0.0193568445454545,0.0193568445454545,11.77,0.981,0,,11000.0,212.92529,3686.85,7100.22471,10787.07471,0.736,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-09-11,2024-09-11,1,17.729,0.0,17.729,0.0,17.729,0.0,1,17.729,0.0,1,17.729,0.0,1,17.729,0.0,1,17.729,0.0,17.729,0.0,base,,669.6406365913946,159.4243232754489,1,0.9146073500390633,0,0,0,0
EDOMEX - TLANEPANTLA,G42ASF,2024-01-22,0.0167282154545454,0.0167282154545454,11.8,0.983,0,,11000.0,184.01037,4140.34,6675.64963,10815.98963,0.737,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-01-22,2024-01-22,1,15.987,0.32,15.987,0.32,15.987,0.32,1,15.987,0.32,1,15.987,0.32,1,15.987,0.32,1,15.987,0.32,15.987,0.32,base,,737.9975173479054,151.2279662730561,0,0.8635133067027903,0,0,0,0
EDOMEX - ECATEPEC,G60APY,2025-07-31,0.24140055,0.544370925,270.61,0.872,0,,11000.0,5988.080175,3881.45,1130.469825,5011.919825,0.702,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-09-06,2025-07-31,187,2700.3606000000004,0.0,8.257983486238533,0.0,204.105,0.0,14,636.5126,0.0,45,1372.2986,0.0,97,2700.3606000000004,0.0,187,245.48732727272727,0.0,375.285,0.0,base,,1390.737973895994,205.96080791152926,1,0.8647869710115226,0,0,0,0
EDOMEX - TLANEPANTLA,G69AWY,2025-02-18,0.0160595536363636,0.0160595536363636,11.81,0.984,0,,11000.0,176.65509,5004.49,5818.85491,10823.34491,0.738,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-02-18,2025-02-18,1,14.709,0.0,14.709,0.0,14.709,0.0,1,14.709,0.0,1,14.709,0.0,1,14.709,0.0,1,14.709,0.0,14.709,0.0,base,,870.6321522708605,179.48898444815237,0,0.8776926235142437,0,0,0,0
EDOMEX - ECATEPEC,GENCEC,2025-01-28,0.5775761854545455,0.5775761854545455,19.3,0.422,0,,11000.0,6353.33804,3860.96,785.7019600000003,4646.66196,0.376,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-08-28,2025-01-28,27,529.0039999999999,0.0,3.48028947368421,0.0,33.608,0.0,2,33.608,0.0,2,529.0039999999999,0.0,27,529.0039999999999,0.0,27,88.16733333333332,0.0,495.396,0.0,base,,1484.8490595063606,205.80772832416616,0,0.8895850988379431,0,0,0,0
EDOMEX - TLANEPANTLA,GENTPL,2023-09-25,0.5212920854545454,0.5212920854545454,32.69,0.479,0,,11000.0,5734.212939999999,3675.9,1589.8870600000005,5265.787060000001,0.471,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-09-22,2023-09-25,24,498.194,0.0,249.097,0.0,498.194,0.0,24,498.194,0.0,24,498.194,0.0,24,498.194,0.0,24,498.194,0.0,498.194,0.0,base,,1263.4532572290868,166.61879626096135,2,0.9194968126243719,0,0,0,0
EDOMEX - TLANEPANTLA,GKZ425B,2023-10-25,0.0132616127272727,0.0132616127272727,11.84,0.987,0,,11000.0,145.87774,3984.62,6869.50226,10854.12226,0.74,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-10-25,2023-10-25,1,12.674,31.69,12.674,31.69,12.674,31.69,1,12.674,31.69,1,12.674,31.69,1,12.674,31.69,1,12.674,31.69,12.674,31.69,base,,711.8448023806772,142.9075224905102,4,0.9548251676842384,0,0,0,0
EDOMEX - TLANEPANTLA,GMRP149,2025-05-13,6.40849655090909,15.129569321818185,0.0,0.0,0,,11000.0,166425.26254000005,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-07-04,2025-05-13,55,23163.014000000003,0.0,74.2404294871795,0.0,3560.866,0.0,9,8524.662,0.0,23,10617.95,0.0,27,23163.014000000003,0.0,55,2105.728545454546,0.0,4021.09,0.0,base,,1432.5292849240072,252.96402815242962,1,0.8761416262827205,0,0,0,0
EDOMEX - TLANEPANTLA,GOLDEN01,2025-07-31,4.212094782545455,8.570731481727272,0.0,0.0,0,,11000.0,94278.046299,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-01-08,2025-07-31,2618,101054.3248,0.0,177.28828912280702,0.0,6804.050499999999,0.0,173,18070.3926,0.0,474,29710.4528,0.0,800,58746.0978,0.0,1575,5052.71624,0.0,6854.9204,0.0,base,,776.3563800080758,152.99697454267928,1,0.9889712512299351,0,0,0,0
EDOMEX - TLANEPANTLA,GOLDEN02,2025-07-31,2.6265727660909093,6.146955512181817,0.0,0.0,0,,11000.0,67616.51063399999,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-01-17,2025-07-31,2550,95403.6502,0.0,170.0599825311943,0.0,4731.115699999999,0.0,127,11716.7389,0.0,322,19774.4712,0.0,554,38087.1582,0.0,1054,5021.2447473684215,0.0,12964.764,0.0,base,,1023.4953946796538,155.223049755406,2,0.8726130704478438,0,0,0,0
EDOMEX - TLANEPANTLA,GOLDEN03,2025-07-31,6.924941072999999,13.695268860545456,0.0,0.0,0,,11000.0,150647.95746600002,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-01-17,2025-07-31,7844,264783.06409999996,0.0,471.9840714795008,0.0,10798.4167,0.0,318,32673.6966,0.0,984,66320.82810000001,0.0,2059,160363.6901,0.0,4812,13935.950742105264,0.0,20742.482,0.0,base,,1152.18492855933,157.58561918121686,1,0.9339129154811007,0,0,0,0
EDOMEX - TLANEPANTLA,GOLDEN04,2025-07-31,3.9687797907272726,8.660182146,0.0,0.0,0,,11000.0,95262.003606,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-01-17,2025-07-31,6402,157144.5441,0.0,280.1150518716577,0.0,6872.8107,0.0,294,20453.2511,0.0,836,38989.2391,0.0,1616,100024.3781,0.0,4094,8270.765478947369,0.0,20794.476,0.0,base,,1100.7661490802782,257.7531828791927,0,0.9800516610219876,0,0,0,0
EDOMEX - ECATEPEC,GOLDEN05,2025-07-31,1.7925281724545454,3.9681520257272727,0.0,0.142,0,,11000.0,43649.672283,0.0,0.0,0.0,0.028,0,monitor,FOLLOW_UP,Estado de M̩xico,2025-05-13,2025-07-31,146,4707.9172,0.0,59.593888607594934,0.0,2981.2939,0.0,91,4707.9172,0.0,146,4707.9172,0.0,146,4707.9172,0.0,146,1569.3057333333334,0.0,2929.4652,0.0,base,,1286.1629156151505,214.11922882039954,0,0.9665510392027558,0,0,0,0
EDOMEX - TLANEPANTLA,GYM770,2024-08-17,6.061788654545454,6.804226153636365,12.9,0.0,0,,11000.0,74846.48769000001,0.0,0.0,0.0,0.054,0,monitor,FOLLOW_UP,Estado de M̩xico,2023-10-16,2024-08-17,16,5255.601000000001,0.0,17.231478688524593,0.0,339.17,0.0,1,2081.709,0.0,6,4966.962,0.0,15,5255.601000000001,0.0,16,477.7819090909092,0.0,2067.0460000000003,0.0,base,,1252.6867348692551,213.23479420446208,1,0.9407044882328424,0,0,0,0
EDOMEX - ECATEPEC,H02BNA,2025-07-22,0.0460966411818181,0.0460966411818181,34.879999999999995,0.954,0,,11000.0,507.063053,9393.54,1099.3969469999993,10492.936947,0.813,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-02-13,2025-07-22,3,40.8893,0.0,0.2571654088050314,0.0,24.2093,0.0,2,24.2093,0.0,2,40.8893,0.0,3,40.8893,0.0,3,6.814883333333333,0.0,16.68,0.0,base,,1592.042005528055,258.40378418222355,0,0.9501690195507257,0,0,0,0
EDOMEX - TLANEPANTLA,H27AKN,2025-07-27,0.207706026,0.4634217987272728,283.13,0.898,0,,11000.0,5097.639786000001,5310.08,592.2802139999994,5902.360213999999,0.748,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-03-04,2025-07-27,47,527.5086,0.0,1.0343305882352942,0.0,76.8966,0.0,6,76.8966,0.0,6,92.8756,0.0,7,276.0926,0.0,22,29.30603333333334,0.0,235.407,0.0,base,,1599.4219092241879,150.61265231295857,1,0.868788787738751,0,0,0,0
EDOMEX - ECATEPEC,H34AEZ,2025-07-31,0.288641626,0.619036180090909,253.8,0.859,0,,11000.0,6809.397980999999,2555.75,1634.8520190000008,4190.602019000001,0.662,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2025-03-20,2025-07-31,206,2354.2024,0.0,17.834866666666667,0.0,484.9238,0.0,42,1514.8473,0.0,138,2354.2024,0.0,206,2354.2024,0.0,206,470.84048,0.0,572.959,0.0,base,,1116.459402635641,256.9401071050747,0,0.8513528275264347,0,0,0,0
EDOMEX - TLANEPANTLA,H42ASY,2024-06-20,0.0174789172727272,0.0174789172727272,11.79,0.983,0,,11000.0,192.26809,3859.65,6948.081910000001,10807.73191,0.737,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-06-20,2024-06-20,1,16.009,0.0,16.009,0.0,16.009,0.0,1,16.009,0.0,1,16.009,0.0,1,16.009,0.0,1,16.009,0.0,16.009,0.0,base,,695.199086960864,164.48157758648492,2,0.9107808298104522,0,0,0,0
EDOMEX - TLANEPANTLA,HCF283E,2025-06-21,0.2504951450909091,0.4132566332727272,238.59,0.867,0,,11000.0,4545.822966,4754.83,1699.3470340000003,6454.177034,0.767,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2023-11-27,2025-06-21,26,366.3266,2099.94,0.6415527145359019,3.677653239929948,9.5096,57.06,1,9.5096,57.06,1,9.5096,57.06,1,9.5096,57.06,1,18.31633,104.997,145.687,818.1600000000001,base,,1327.8432989687183,214.76858042744425,2,0.8625326496873624,0,0,0,0
EDOMEX - TLANEPANTLA,HEC477G,2024-01-19,0.3005476309090909,0.4942306754545454,228.04,0.852,0,,11000.0,5436.53743,4929.22,634.2425699999994,5563.46257,0.723,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2023-10-07,2024-01-19,26,421.393,2345.86,4.091194174757282,22.775339805825244,18.41,101.31,1,212.344,1168.31,13,421.393,2345.86,26,421.393,2345.86,26,105.34825,586.465,258.959,1452.22,base,,1576.6640782165891,190.410027836335,0,0.9000853586677954,0,0,0,0
EDOMEX - ECATEPEC,HKU340C,2025-05-12,0.9664874958181818,0.9664874958181818,34.22,0.034,0,,11000.0,10631.362454,181.0,187.63754599999993,368.63754599999993,0.166,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-09-16,2025-05-12,5,881.3154,0.0,3.7186303797468354,0.0,457.2294,0.0,1,457.2294,0.0,1,457.2294,0.0,1,881.3154,0.0,5,110.164425,0.0,457.2294,0.0,base,,918.3263876290204,186.07421761726138,0,0.8813239910997632,0,0,0,0
EDOMEX - ECATEPEC,HN4160F,2025-07-22,2.4295368555454546,2.4295368555454546,7.28,0.0,0,,11000.0,26724.905411,0.0,0.0,0.0,0.03,0,monitor,FOLLOW_UP,Estado de M̩xico,2025-02-27,2025-07-22,5,2225.2211,0.0,15.346352413793102,0.0,491.2694,0.0,1,944.8891,0.0,2,2225.2211,0.0,5,2225.2211,0.0,5,445.04421999999994,0.0,846.973,0.0,base,,1061.2088858375737,251.74919941753552,1,0.978288541133304,0,0,0,0
EDOMEX - ECATEPEC,J0074334,2025-07-31,0.5757632270909091,1.1275584836363637,163.69,0.704,0,,11000.0,12403.14332,0.0,0.0,0.0,0.441,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-02,2025-07-31,245,6429.164000000001,0.0,19.423456193353477,0.0,814.3825999999999,0.0,42,828.6619999999999,0.0,43,3172.102,0.0,131,6429.164000000001,0.0,245,535.7636666666667,0.0,989.55,0.0,base,,1024.776924815456,157.90732741283077,1,0.973207839861128,0,0,0,0
EDOMEX - TLANEPANTLA,J32BGP,2023-10-05,0.0141667172727272,0.0141667172727272,11.83,0.986,0,,11000.0,155.83389,3587.81,7256.356110000001,10844.16611,0.739,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-10-05,2023-10-05,1,13.539,64.99,13.539,64.99,13.539,64.99,1,13.539,64.99,1,13.539,64.99,1,13.539,64.99,1,13.539,64.99,13.539,64.99,base,,651.4191545569294,259.64828132914926,0,0.9646519987943412,0,0,0,0
EDOMEX - ECATEPEC,J45ADU,2025-07-07,0.2463507450909091,0.4424427741818181,257.53,0.869,0,,11000.0,4866.870516,4313.79,1819.339484,6133.129484,0.753,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2023-10-11,2025-07-07,26,395.0316,2172.99,0.6230782334384858,3.4274290220820185,15.5396,85.47,1,115.86659999999998,637.28,7,188.7716,1038.27,12,338.0136,1859.27,22,17.955981818181815,98.77227272727272,100.327,551.81,base,,1272.2644312234447,185.49500733098583,2,0.9499522017779582,0,0,0,0
EDOMEX - ECATEPEC,J50AXL,2025-07-07,0.1900703585454545,0.3834799369090909,294.34000000000003,0.907,0,,11000.0,4218.279305999999,3472.26,3309.4606940000003,6781.720694000001,0.79,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-12-04,2025-07-07,80,935.8676,1.99,4.37321308411215,0.0092990654205607,124.6247,0.0,12,241.98060000000004,0.0,23,735.6796000000002,0.0,66,935.8676,1.99,80,116.98345,0.24875,218.65,1.99,base,,953.3376950684678,217.85298846662653,0,0.8715700700745638,0,0,0,0
EDOMEX - TLANEPANTLA,J55BFW,2024-08-21,0.1249377763636363,0.1249377763636363,100.82,0.901,0,,11000.0,1374.31554,7435.63,2190.0544600000003,9625.68446,0.918,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2023-10-01,2024-08-21,9,112.754,0.0,0.3480061728395062,0.0,14.759,0.0,1,14.759,0.0,1,62.837,0.0,5,112.754,0.0,9,10.250363636363636,0.0,24.798,0.0,base,,1387.4638746315022,256.14880777800323,0,0.8567714396678812,0,0,0,0
EDOMEX - TLANEPANTLA,J68BGU,2024-07-29,0.1019333781818181,0.1019333781818181,67.77,0.898,0,,11000.0,1121.26716,7895.8,1982.9328400000004,9878.73284,0.911,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-10-13,2024-07-29,6,93.416,0.0,0.3232387543252595,0.0,13.31,0.0,1,29.229,0.0,2,46.04900000000001,0.0,3,93.416,0.0,6,9.3416,0.0,17.229,0.0,base,,1432.1200752819861,146.91212604547698,0,0.941544300099657,0,0,0,0
EDOMEX - TLANEPANTLA,J75AUP,2025-03-31,0.0323593072727272,0.0323593072727272,23.41,0.968,0,,11000.0,355.95237999999995,8437.95,2206.097619999998,10644.04762,0.775,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-03-12,2025-03-31,2,29.638,0.0,1.5598947368421052,0.0,29.638,0.0,2,29.638,0.0,2,29.638,0.0,2,29.638,0.0,2,29.638,0.0,29.638,0.0,base,,1421.2307865978455,250.74372355102287,0,0.9399161392045139,0,0,0,0
EDOMEX - ECATEPEC,J75BNH,2025-07-31,0.2085271188181818,0.4509352119090908,282.93,0.886,0,,11000.0,4960.2873309999995,3321.84,2717.8726690000003,6039.7126690000005,0.752,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-11-04,2025-07-31,118,1428.206,922.55,5.329126865671642,3.442350746268657,166.71880000000002,688.45,14,595.857,727.5000000000001,47,1248.6060000000002,789.4,104,1428.206,922.55,118,158.68955555555556,102.50555555555556,256.194,688.45,base,,1016.6659980398802,208.13736624252118,0,0.9017193998656273,0,0,0,0
EDOMEX - ECATEPEC,JPL2583,2025-06-20,0.1372091184545454,0.1372091184545454,133.27,0.919,0,,11000.0,1509.300303,4678.23,4812.469697,9490.699697,0.915,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-08-29,2025-06-20,12,125.6703,0.0,0.42745,0.0,31.2693,0.0,3,31.2693,0.0,3,31.2693,0.0,3,125.6703,0.0,12,12.56703,0.0,94.401,0.0,base,,921.5456822408995,224.52762547729427,1,0.9161761333009836,0,0,0,0
EDOMEX - ECATEPEC,K00882,2025-03-26,0.7528020854545454,1.084641660909091,125.72,0.621,0,,11000.0,11931.05827,0.0,0.0,0.0,0.424,0,monitor,FOLLOW_UP,Estado de M̩xico,2025-02-22,2025-03-26,25,993.427,0.0,31.044593749999997,0.0,968.407,0.0,24,993.427,0.0,25,993.427,0.0,25,993.427,0.0,25,496.7135,0.0,979.427,0.0,base,,1348.820779667055,157.9021020663618,0,0.9184809143533185,0,0,0,0
EDOMEX - ECATEPEC,K0088219,2025-03-25,0.0364230545454545,0.0364230545454545,23.29,0.964,0,,11000.0,400.6536,8276.33,2323.0164000000004,10599.3464,0.772,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-10-22,2025-03-25,2,33.36,0.0,0.2166233766233766,0.0,12.51,0.0,1,12.51,0.0,1,33.36,0.0,2,33.36,0.0,2,5.56,0.0,20.85,0.0,base,,1401.389433842723,204.00649169972388,0,0.8835899385845108,0,0,0,0
EDOMEX - TLANEPANTLA,K0088228,2024-02-26,0.0572366618181818,0.0572366618181818,23.18,0.943,0,,11000.0,629.60328,6167.84,4202.5567200000005,10370.39672,0.757,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-01-24,2024-02-26,2,51.128,0.0,1.5493333333333332,0.0,41.12,0.0,1,51.128,0.0,2,51.128,0.0,2,51.128,0.0,2,25.564,0.0,41.12,0.0,base,,1091.257446391366,220.82164576702925,1,0.893983325667062,0,0,0,0
EDOMEX - ECATEPEC,K0088237,2025-07-29,0.6886050005454546,1.5710700646363638,95.23,0.663,0,,11000.0,17281.770711,0.0,0.0,0.0,0.433,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-08-29,2025-07-29,213,8096.977,0.0,24.24244610778443,0.0,620.9399999999999,0.0,16,2087.1497999999997,0.0,51,3997.601,0.0,97,8096.977,0.0,213,674.7480833333333,0.0,919.14,0.0,base,,1493.0310195363031,194.74967688652183,0,0.9085745376528902,0,0,0,0
EDOMEX - ECATEPEC,K008854,2025-05-25,1.0520261836363636,2.1701218715454544,20.0,0.579,0,,11000.0,23871.340587,0.0,0.0,0.0,0.199,0,monitor,FOLLOW_UP,Estado de M̩xico,2025-01-22,2025-05-25,160,4330.5417,0.0,35.20765609756097,0.0,1548.7237,0.0,68,3122.4696999999996,0.0,120,4330.5417,0.0,160,4330.5417,0.0,160,866.10834,0.0,1501.677,0.0,base,,743.9086960785583,158.5982213727268,0,0.9344450641876225,0,0,0,0
EDOMEX - TLANEPANTLA,K0088915,2023-10-24,0.1478340818181818,0.1478340818181818,32.35,0.852,0,,11000.0,1626.1749,7756.29,1617.5351,9373.8251,0.731,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-10-04,2023-10-24,3,129.99,0.0,6.4995,0.0,129.99,0.0,3,129.99,0.0,3,129.99,0.0,3,129.99,0.0,3,129.99,0.0,129.99,0.0,base,,1479.0687796589602,169.29428901026918,1,0.983814688842435,0,0,0,0
