plaza_limpia,placa,fecha_dia,coverage_ratio_14d,coverage_ratio_30d,downtime_hours_30d,activity_drop_pct,protections_applied_last_12m,last_protection_at,expected_payment,gnv_credit_30d,bank_transfer,exposure_after_transfer,arrears_amount,risk_score,needs_protection,suggested_scenario,whatsapp_segment
AGUASCALIENTES,A03851A,2025-05-06,0.4878461407272728,1.110150262545455,155.94,0.804,0,,11000.0,12211.652888,0.0,0.0,0.0,0.461,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03864A,2023-08-16,0.4491674181818182,0.9193586272727272,207.76,0.782,0,,11000.0,10112.9449,336.43,550.6250999999995,887.0550999999996,0.497,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03898A,2025-07-31,0.280247604,0.617922669,254.02,0.863,0,,11000.0,6797.149359,2810.14,1392.7106410000001,4202.850641,0.664,1,advisor-review,PIA_OPCIONES
EDOMEX - ECATEPEC,A0393A,2025-06-12,0.1499104577272727,0.1499104577272727,100.02,0.872,0,,11000.0,1649.015035,3338.84,6012.1449649999995,9350.984965,0.899,1,restructure-full,PIA_OPCIONES
AGUASCALIENTES,A03951A,2025-07-30,0.6622722878618182,1.4228851356981818,115.84,0.675,0,,11000.0,15651.73649268,0.0,0.0,0.0,0.435,0,monitor,FOLLOW_UP
AGUASCALIENTES,A03952A,2025-07-31,0.6297779446309092,1.315343573018182,140.77999999999997,0.706,0,,11000.0,14468.7793032,0.0,0.0,0.0,0.441,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03956A,2025-07-29,0.3734459819999999,0.8271847219999999,220.39,0.807,0,,11000.0,9099.031942,1637.81,263.15805800000044,1900.9680580000004,0.548,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03961A,2025-07-31,0.5337569510000001,1.218180418,152.04,0.743,0,,11000.0,13399.984598,0.0,0.0,0.0,0.449,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03962A,2025-07-31,0.5140941259999999,1.12430773,173.13,0.76,0,,11000.0,12367.38503,0.0,0.0,0.0,0.452,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03966A,2025-07-31,0.570996608,1.155417627,167.74,0.714,0,,11000.0,12709.593897,0.0,0.0,0.0,0.443,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03970A,2025-07-31,0.470103899240909,1.0535391796381817,181.54,0.772,0,,11000.0,11588.93097602,0.0,0.0,0.0,0.454,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03972A,2025-07-31,0.4208414700209091,0.9635456253081818,195.55,0.801,0,,11000.0,10599.00187839,308.6,92.39812161000043,400.99812161000045,0.478,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03974A,2025-07-31,0.549095729,1.229101419,152.14,0.718,0,,11000.0,13520.115609,0.0,0.0,0.0,0.444,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03975A,2025-05-19,0.4419937339999999,1.038365601,180.17,0.756,0,,11000.0,11422.021611,0.0,0.0,0.0,0.451,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03977A,2025-07-31,0.8722565377136363,1.8159223233163635,64.41,0.547,0,,11000.0,19975.14555648,0.0,0.0,0.0,0.378,0,monitor,FOLLOW_UP
AGUASCALIENTES,A03978A,2025-07-31,0.7466488943127274,1.6232713353163637,88.55,0.619,0,,11000.0,17855.98468848,0.0,0.0,0.0,0.424,0,monitor,FOLLOW_UP
AGUASCALIENTES,A03981A,2025-07-31,0.8352465212136363,1.7457828205754544,69.05,0.598,0,,11000.0,19203.61102633,0.0,0.0,0.0,0.407,0,monitor,FOLLOW_UP
AGUASCALIENTES,A03982A,2025-07-31,0.8083429321472727,1.9004645410109091,58.22,0.588,0,,11000.0,20905.10995112,0.0,0.0,0.0,0.36,0,monitor,FOLLOW_UP
AGUASCALIENTES,A03983A,2025-07-31,0.9387589716545456,1.94154404486,47.82,0.512,0,,11000.0,21356.98449346,0.0,0.0,0.0,0.302,0,monitor,FOLLOW_UP
AGUASCALIENTES,A03985A,2025-07-31,0.6806958238054545,1.40624640788,122.57,0.661,0,,11000.0,15468.710486679998,0.0,0.0,0.0,0.432,0,monitor,FOLLOW_UP
AGUASCALIENTES,A03986A,2025-07-31,0.7405633135254545,1.5524078193781818,107.1,0.641,0,,11000.0,17076.48601316,0.0,0.0,0.0,0.428,0,monitor,FOLLOW_UP
AGUASCALIENTES,A03987A,2025-07-31,0.409792747,0.918711066,195.52,0.818,0,,11000.0,10105.821726,518.26,375.9182739999999,894.1782739999999,0.504,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03988A,2025-07-31,0.7363662471890909,1.4941063619081816,103.95,0.65,0,,11000.0,16435.16998099,0.0,0.0,0.0,0.43,0,monitor,FOLLOW_UP
AGUASCALIENTES,A03989A,2025-07-31,0.5168810577590909,1.0933326835254544,174.30999999999997,0.721,0,,11000.0,12026.65951878,0.0,0.0,0.0,0.444,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03990A,2025-07-31,0.3965173029999999,0.8369423789999999,222.03,0.822,0,,11000.0,9206.366169,1398.22,395.41383099999916,1793.6338309999992,0.546,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03991A,2025-07-31,0.459434612,1.031362332,183.6,0.756,0,,11000.0,11344.985652,0.0,0.0,0.0,0.451,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03992A,2025-07-30,0.476663187,0.989249443,196.25,0.752,0,,11000.0,10881.743873,78.02,40.236127000000565,118.25612700000056,0.456,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A03993A,2025-07-31,0.4548529930190908,0.9656937120327272,193.98,0.771,0,,11000.0,10622.63083236,324.06,53.30916763999943,377.36916763999943,0.471,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04123A,2025-07-23,0.264327336,0.6108396839999999,255.36,0.872,0,,11000.0,6719.236523999999,1591.76,2689.003476000001,4280.763476000001,0.669,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04126A,2025-07-19,0.387555987,0.7720797133636363,235.48,0.807,0,,11000.0,8492.876847,928.29,1578.8331530000005,2507.1231530000005,0.575,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04128A,2025-07-31,0.4016472593590909,0.893779594939091,203.82,0.796,0,,11000.0,9831.57554433,412.02,756.4044556699996,1168.4244556699996,0.512,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04151A,2025-07-30,0.5064276489999999,1.028016262,188.99,0.752,0,,11000.0,11308.178882,0.0,0.0,0.0,0.45,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04205A,2025-07-31,0.5470394930000001,1.101014278,178.67,0.744,0,,11000.0,12111.157058,0.0,0.0,0.0,0.449,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04206A,2025-06-16,0.530686611,1.201485649,158.36,0.704,0,,11000.0,13216.342138999998,0.0,0.0,0.0,0.441,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04210A,2024-04-07,0.6168612736363637,1.3293784281818182,138.01,0.68,0,,11000.0,14623.16271,0.0,0.0,0.0,0.436,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04213A,2025-07-31,0.6443463823827272,1.347048746211818,134.73000000000002,0.652,0,,11000.0,14817.53620833,0.0,0.0,0.0,0.43,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04214A,2025-07-30,0.519914395,1.051717485,181.4,0.725,0,,11000.0,11568.892335,0.0,0.0,0.0,0.445,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04229A,2025-07-31,0.552483204,1.185244151,160.21,0.723,0,,11000.0,13037.685661,0.0,0.0,0.0,0.445,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04230A,2025-07-31,0.4979379120563636,1.158224564179091,160.44,0.771,0,,11000.0,12740.47020597,0.0,0.0,0.0,0.454,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04231A,2025-07-31,0.654280083619091,1.471847582929091,110.92,0.701,0,,11000.0,16190.32341222,0.0,0.0,0.0,0.44,0,monitor,FOLLOW_UP
AGUASCALIENTES,A04232A,2024-05-18,0.4978331645454545,0.9917287527272728,188.66,0.78,0,,11000.0,10909.01628,44.46,46.523720000000175,90.98372000000018,0.46,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04233A,2025-07-31,0.4211312500254545,1.1159399320254544,152.07,0.806,0,,11000.0,12275.33925228,0.0,0.0,0.0,0.461,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04243A,2025-07-31,0.440163451,0.916107556,204.97,0.778,0,,11000.0,10077.183116,358.67,564.1468839999998,922.8168839999998,0.498,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04247A,2025-07-31,0.5472466978290909,1.2153263460345454,155.63,0.729,0,,11000.0,13368.58980638,0.0,0.0,0.0,0.446,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04248A,2025-07-31,0.435672692,1.0109827,188.96,0.793,0,,11000.0,11120.8097,0.0,0.0,0.0,0.459,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04249A,2025-07-31,0.3745666406990909,0.9008052281954544,200.98,0.825,0,,11000.0,9908.85751015,578.3,512.8424898500009,1091.1424898500009,0.515,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04250A,2025-07-31,0.4145022114354545,0.890191475841818,211.68,0.804,0,,11000.0,9792.106234259998,891.2,316.69376574000194,1207.893765740002,0.516,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04251A,2025-07-30,0.510999307,1.1139442860000002,166.47,0.754,0,,11000.0,12253.387146,0.0,0.0,0.0,0.451,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04254A,2025-07-30,0.294530327,0.6055622300000001,262.88,0.837,0,,11000.0,6661.18453,3738.69,600.1254699999995,4338.81547,0.665,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04255A,2025-07-26,0.3421254199999999,0.830728535,220.35,0.83,0,,11000.0,9138.013885,1430.34,431.6461149999998,1861.9861149999997,0.551,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04305A,2025-07-11,0.286645268,0.6038726596363636,259.09999999999997,0.85,0,,11000.0,6642.5992559999995,2560.5,1796.9007440000005,4357.4007440000005,0.668,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04344A,2025-07-31,0.5984846140000001,1.245320167,162.41000000000005,0.699,0,,11000.0,13698.521837,0.0,0.0,0.0,0.44,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04351A,2025-07-31,0.510085303,1.191196643,148.33,0.76,0,,11000.0,13103.163073,0.0,0.0,0.0,0.452,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04353A,2025-07-31,0.4590943178745454,1.022040501498182,185.23,0.771,0,,11000.0,11242.44551648,0.0,0.0,0.0,0.454,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04363A,2025-07-31,0.539903455,1.154616736,164.83,0.733,0,,11000.0,12700.784096,0.0,0.0,0.0,0.447,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04427A,2025-07-30,0.543001368,1.187839016,155.45,0.716,0,,11000.0,13066.229176,0.0,0.0,0.0,0.443,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04428A,2025-07-31,0.529111128,1.084833477,179.21,0.733,0,,11000.0,11933.168247,0.0,0.0,0.0,0.447,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04429A,2025-07-26,0.559999804,1.237337738,150.69000000000003,0.71,0,,11000.0,13610.715118,0.0,0.0,0.0,0.442,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04440A,2025-07-31,0.404608659,0.801767239,229.84,0.777,0,,11000.0,8819.439629,813.68,1366.8803709999997,2180.5603709999996,0.555,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04501A,2025-07-31,0.6449038437272727,1.3912509248181817,136.23,0.662,0,,11000.0,15303.760173,0.0,0.0,0.0,0.432,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04502A,2025-07-31,0.394107987,0.885487148,211.07,0.807,0,,11000.0,9740.358628,896.43,363.2113720000001,1259.641372,0.519,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04504A,2025-07-31,0.573301274,1.088348079,180.42,0.691,0,,11000.0,11971.828869,0.0,0.0,0.0,0.438,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04509A,2025-07-31,0.633486945,1.323468783,136.15,0.69,0,,11000.0,14558.156613,0.0,0.0,0.0,0.438,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04511A,2025-06-02,0.622648299,1.240002582,161.14,0.675,0,,11000.0,13640.028402,0.0,0.0,0.0,0.435,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04512A,2025-07-31,0.5004672414645454,1.1249341653136362,167.87,0.75,0,,11000.0,12374.275818449998,0.0,0.0,0.0,0.45,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04513A,2024-09-13,0.7755263836363637,1.574043649090909,100.17,0.599,0,,11000.0,17314.48014,0.0,0.0,0.0,0.42,0,monitor,FOLLOW_UP
AGUASCALIENTES,A04516A,2025-07-31,0.513216613,0.995210762,202.29,0.756,0,,11000.0,10947.318382,29.79,22.891618000000527,52.681618000000526,0.454,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04521A,2025-07-31,0.5545044955218181,1.1917606327927273,163.22,0.708,0,,11000.0,13109.36696072,0.0,0.0,0.0,0.442,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04522A,2024-12-09,0.586552150909091,1.2534889063636363,147.23000000000002,0.705,0,,11000.0,13788.37797,0.0,0.0,0.0,0.441,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04523A,2025-07-31,0.7085484192045454,1.4924311320027273,112.61,0.662,0,,11000.0,16416.74245203,0.0,0.0,0.0,0.432,0,monitor,FOLLOW_UP
AGUASCALIENTES,A04525A,2025-07-31,0.5360097295790909,1.1947725099372726,156.92,0.739,0,,11000.0,13142.49760931,0.0,0.0,0.0,0.448,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04526A,2025-04-14,0.3893706809090909,1.1069658163636362,152.49,0.813,0,,11000.0,12176.623979999998,0.0,0.0,0.0,0.463,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04527A,2025-07-31,0.4173645287536364,0.9155901711372728,205.31,0.799,0,,11000.0,10071.49188251,768.36,160.14811749000057,928.5081174900006,0.502,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04533A,2025-07-31,0.4793691154981818,0.9969434235145456,191.29,0.752,0,,11000.0,10966.37765866,15.81,17.812341340000273,33.622341340000276,0.452,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04538A,2025-07-31,0.426614279,0.905119397,207.42,0.799,0,,11000.0,9956.313367,837.18,206.5066329999994,1043.6866329999993,0.507,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04549A,2025-07-31,0.419581344,0.908849123,206.43,0.796,0,,11000.0,9997.340353,364.82,637.8396470000005,1002.6596470000004,0.505,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04552A,2025-07-31,0.4526473042172727,0.9624573128263636,202.6,0.78,0,,11000.0,10587.03044109,371.45,41.51955890999926,412.96955890999925,0.475,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04554A,2025-07-31,0.5289730033445456,1.2162412531527274,154.15,0.743,0,,11000.0,13378.65378468,0.0,0.0,0.0,0.449,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04559A,2025-07-31,0.4761312501590909,1.055372461410909,175.77,0.768,0,,11000.0,11609.09707552,0.0,0.0,0.0,0.454,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04565A,2025-07-31,0.4904703109999999,1.1074301707790908,168.57999999999998,0.762,0,,11000.0,12181.73187857,0.0,0.0,0.0,0.452,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04566A,2025-07-31,0.528025919110909,1.1972451876763637,148.95999999999998,0.737,0,,11000.0,13169.69706444,0.0,0.0,0.0,0.447,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04568A,2025-07-31,0.531177556,1.138345845,165.61,0.747,0,,11000.0,12521.804295,0.0,0.0,0.0,0.449,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04573A,2025-07-31,0.4765039008954544,1.10360655443,169.08,0.761,0,,11000.0,12139.67209873,0.0,0.0,0.0,0.452,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04584A,2025-07-31,0.6421943090127271,1.362820308610909,123.55,0.698,0,,11000.0,14991.02339472,0.0,0.0,0.0,0.44,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04588A,2025-07-08,0.4743901819599999,1.0497465342618182,176.95999999999998,0.776,0,,11000.0,11547.21187688,0.0,0.0,0.0,0.455,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04591A,2025-07-31,0.425438832,0.978088566,194.66,0.79,0,,11000.0,10758.974226,100.97,140.05577399999973,241.02577399999973,0.469,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04592A,2025-07-31,0.486577455,1.080891994,169.94,0.771,0,,11000.0,11889.811934,0.0,0.0,0.0,0.454,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04596A,2025-07-31,0.5990129803345454,1.2782790441699998,144.73,0.705,0,,11000.0,14061.06948587,0.0,0.0,0.0,0.441,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04600A,2025-07-31,0.3586025169999999,0.791542115,220.34,0.811,0,,11000.0,8706.963265,737.66,1555.3767349999998,2293.0367349999997,0.566,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04610A,2025-07-06,0.362202568,0.786527833,225.94,0.836,0,,11000.0,8651.806163,712.11,1636.0838370000006,2348.1938370000007,0.574,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04626A,2025-07-27,0.565340776,1.171337622,172.18,0.712,0,,11000.0,12884.713842,0.0,0.0,0.0,0.442,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0465C,2024-03-01,0.1818691490909091,0.1818691490909091,142.32,0.892,0,,11000.0,2000.56064,5971.62,3027.8193600000004,8999.43936,0.887,1,restructure-full,PIA_OPCIONES
AGUASCALIENTES,A04661A,2025-07-31,0.4509533479272726,0.9884743610690908,194.26,0.793,0,,11000.0,10873.21797176,99.0,27.782028240000727,126.78202824000073,0.464,1,advisor-review,PIA_OPCIONES
EDOMEX - ECATEPEC,A04664E,2025-07-29,0.671350794,1.4997823448181815,105.82,0.68,0,,11000.0,16497.605793,0.0,0.0,0.0,0.436,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,A0466L,2025-07-31,0.2375117247272727,0.5691124892727272,262.2,0.881,0,,11000.0,6260.237381999999,3837.53,902.2326180000005,4739.762618000001,0.692,1,restructure-light,PIA_OPCIONES
AGUASCALIENTES,A04671A,2025-07-31,0.595947716,1.301843543,143.42000000000002,0.697,0,,11000.0,14320.278973,0.0,0.0,0.0,0.439,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04673A,2025-07-31,0.5655222869427272,1.2326173295127272,148.34,0.72,0,,11000.0,13558.79062464,0.0,0.0,0.0,0.444,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04675A,2025-07-31,0.6663076419999999,1.399946548,126.38,0.667,0,,11000.0,15399.412028,0.0,0.0,0.0,0.433,0,monitor,FOLLOW_UP
AGUASCALIENTES,A04678A,2025-07-31,0.4956889199045454,1.0669804818954545,170.75,0.769,0,,11000.0,11736.78530085,0.0,0.0,0.0,0.454,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04680A,2025-07-31,0.5690597537336364,1.1939163124009091,155.38,0.706,0,,11000.0,13133.07943641,0.0,0.0,0.0,0.441,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04684A,2025-01-10,0.5231193245454545,1.1853692536363638,158.19,0.735,0,,11000.0,13039.061790000002,0.0,0.0,0.0,0.447,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04685A,2024-07-05,0.5802350072727273,1.17359994,168.45000000000002,0.721,0,,11000.0,12909.59934,0.0,0.0,0.0,0.444,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04686A,2025-07-31,0.5088653703918181,1.0958154565681817,177.3,0.737,0,,11000.0,12053.97002225,0.0,0.0,0.0,0.447,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04688A,2025-07-31,0.57369403,1.305880394,136.03,0.691,0,,11000.0,14364.684334,0.0,0.0,0.0,0.438,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04689A,2025-07-31,0.448232421,0.904000461,210.32,0.768,0,,11000.0,9944.005071,636.47,419.5249290000004,1055.9949290000004,0.502,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04691A,2024-11-15,0.6606410372727273,1.415029221818182,122.94,0.689,0,,11000.0,15565.321440000002,0.0,0.0,0.0,0.438,0,monitor,FOLLOW_UP
AGUASCALIENTES,A04692A,2025-07-31,0.582676891190909,1.2711432321472729,150.35,0.701,0,,11000.0,13982.57555362,0.0,0.0,0.0,0.44,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04693A,2025-07-31,0.656958302,1.438829574,120.04,0.696,0,,11000.0,15827.125314,0.0,0.0,0.0,0.439,0,monitor,FOLLOW_UP
AGUASCALIENTES,A04695A,2025-07-31,0.5349611123863636,1.1527468980736362,163.12,0.743,0,,11000.0,12680.21587881,0.0,0.0,0.0,0.449,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04697A,2025-07-31,0.5026088342754546,1.0873401999281818,168.48000000000002,0.775,0,,11000.0,11960.74219921,0.0,0.0,0.0,0.455,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04704A,2025-07-31,0.5164389229999999,1.009962044,198.03,0.736,0,,11000.0,11109.582484,0.0,0.0,0.0,0.447,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04706A,2025-07-31,0.46803848,0.956419555,194.83,0.798,0,,11000.0,10520.615105,221.69,257.69489499999924,479.38489499999923,0.481,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04708A,2025-07-31,0.5829495490000001,1.191152053,165.22,0.696,0,,11000.0,13102.672583,0.0,0.0,0.0,0.439,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A04724E,2025-07-13,0.5086548291818183,1.0473204793636364,187.32,0.798,0,,11000.0,11520.525273,0.0,0.0,0.0,0.46,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04725A,2025-07-31,0.594854988,1.235509275,154.04,0.72,0,,11000.0,13590.602024999998,0.0,0.0,0.0,0.444,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04732A,2025-07-12,0.5358502239999999,1.1399302459999998,173.42,0.715,0,,11000.0,12539.232706,0.0,0.0,0.0,0.443,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A04743A,2025-07-31,0.4434573779999999,0.905194927,202.76,0.789,0,,11000.0,9957.144197,698.49,344.36580300000037,1042.8558030000004,0.505,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0478C,2025-07-30,0.3065129918181818,0.6579335467272727,254.23,0.859,0,,11000.0,7237.269014,1224.43,2538.3009859999993,3762.7309859999996,0.643,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05001A,2025-07-31,0.7281435538363635,1.543515153950909,93.17,0.663,0,,11000.0,16978.66669346,0.0,0.0,0.0,0.433,0,monitor,FOLLOW_UP
AGUASCALIENTES,A05011A,2025-07-31,0.5929864286672727,1.2381027990036364,149.92,0.712,0,,11000.0,13619.13078904,0.0,0.0,0.0,0.442,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05012A,2025-07-31,0.6260649261354545,1.401076053749091,121.21,0.68,0,,11000.0,15411.83659124,0.0,0.0,0.0,0.436,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05016A,2025-07-31,0.5858054589681817,1.2730655304899998,148.04,0.745,0,,11000.0,14003.72083539,0.0,0.0,0.0,0.449,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05018A,2025-07-30,0.5838439973309091,1.2622587590418182,148.34,0.712,0,,11000.0,13884.84634946,0.0,0.0,0.0,0.442,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05022A,2025-07-31,0.6535417737009089,1.3721988186845453,134.73,0.665,0,,11000.0,15094.18700553,0.0,0.0,0.0,0.433,0,monitor,FOLLOW_UP
AGUASCALIENTES,A05024A,2025-07-30,0.531556389,1.051293789,191.9,0.725,0,,11000.0,11564.231679,0.0,0.0,0.0,0.445,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05026A,2025-07-31,0.627300128,1.3652677219999998,128.2,0.705,0,,11000.0,15017.944941999998,0.0,0.0,0.0,0.441,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05028A,2025-07-31,0.5052314762272726,1.0839305955499998,171.54000000000002,0.733,0,,11000.0,11923.23655105,0.0,0.0,0.0,0.447,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A05072E,2025-07-31,0.8848626845454545,2.0585348961818184,22.78,0.591,0,,11000.0,22643.883858,0.0,0.0,0.0,0.213,0,monitor,FOLLOW_UP
AGUASCALIENTES,A05109A,2025-07-31,0.49062013,1.042763085,189.77,0.751,0,,11000.0,11470.393935,0.0,0.0,0.0,0.45,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05113A,2025-07-31,0.5266819719381817,1.0774458732990908,172.62,0.73,0,,11000.0,11851.90460629,0.0,0.0,0.0,0.446,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05115A,2025-07-31,0.528458749,1.1507576080000002,168.28,0.722,0,,11000.0,12658.333688,0.0,0.0,0.0,0.444,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05128A,2025-07-31,0.6275141599999999,1.2157234179999998,168.01,0.684,0,,11000.0,13372.957598,0.0,0.0,0.0,0.437,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05142A,2025-07-31,0.4992406510000001,1.0617896379999998,185.95,0.737,0,,11000.0,11679.686018,0.0,0.0,0.0,0.447,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05151A,2025-07-31,0.6534085740000001,1.3777396359999998,130.9,0.686,0,,11000.0,15155.135996,0.0,0.0,0.0,0.437,0,monitor,FOLLOW_UP
AGUASCALIENTES,A05155A,2025-07-31,0.5237020648299999,0.998572196960909,196.31,0.763,0,,11000.0,10984.29416657,13.58,2.125833429999984,15.705833429999984,0.453,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05157A,2025-07-31,0.5776974152618181,1.1422416716727273,166.39,0.742,0,,11000.0,12564.6583884,0.0,0.0,0.0,0.448,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05159A,2025-07-31,0.5487664734327272,1.0827152701599998,179.98000000000002,0.743,0,,11000.0,11909.86797176,0.0,0.0,0.0,0.449,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05160A,2025-05-31,0.553258888,1.209772564,154.67000000000002,0.731,0,,11000.0,13307.498204,0.0,0.0,0.0,0.446,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05163A,2025-07-03,0.5280589813481817,1.0879474107436362,185.06,0.727,0,,11000.0,11967.42151818,0.0,0.0,0.0,0.445,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05164A,2025-07-31,0.6740051945390909,1.442856895021818,120.13,0.68,0,,11000.0,15871.42584524,0.0,0.0,0.0,0.436,0,monitor,FOLLOW_UP
