placa,label_date,default_flag,reason
A4272L,2023-12-31,1,low_coverage_active
A4307J,2025-07-30,1,low_coverage_active
A4342L,2025-07-15,1,low_coverage_active
A4385LA,2024-01-11,1,low_coverage_active
A4404M,2025-07-27,1,low_coverage_active|noise
A4434C,2025-07-27,1,low_coverage_active
A4488G,2023-12-23,1,low_coverage_active
A4521C,2025-04-02,1,low_coverage_active|noise
A4531G,2025-05-30,1,low_coverage_active
A4533K,2024-10-07,1,low_coverage_active|noise
A4538J,2025-06-13,1,low_coverage_active
A4584C,2025-07-29,1,low_coverage_active
A4609G,2024-01-11,1,low_coverage_active
A4614H,2024-02-13,1,low_coverage_active|noise
A4620M,2025-04-18,1,low_coverage_active
A46353,2024-11-08,1,low_coverage_active
A4649L,2024-04-01,1,low_coverage_active|noise
A465JME,2025-02-22,1,low_coverage_active
A4680C,2024-09-20,1,low_coverage_active
A4756A,2025-07-28,1,low_coverage_active
A4766C,2025-03-06,1,low_coverage_active
A4777J,2025-07-08,1,low_coverage_active
A4792J,2025-07-14,1,low_coverage_active|noise
A4821E,2024-05-30,1,low_coverage_active
A4826H,2025-07-30,1,low_coverage_active
A4863E,2025-04-22,1,low_coverage_active|noise
A4898K,2025-04-08,1,low_coverage_active
A4913C,2024-02-20,1,low_coverage_active
A4925J,2025-06-23,1,low_coverage_active
A4981E,2025-06-24,1,low_coverage_active
A5007M,2025-04-18,1,low_coverage_active
A5026G,2025-06-26,1,low_coverage_active
A5037G,2025-04-29,1,low_coverage_active
A5070M,2024-04-19,1,low_coverage_active
A516JME,2024-03-10,1,low_coverage_active
A5176E,2025-07-27,1,low_coverage_active
A5208G,2025-04-10,1,low_coverage_active
A5213A,2025-01-27,1,low_coverage_active
A5253L,2024-05-18,1,low_coverage_active
A5263L,2024-10-11,1,low_coverage_active
A5272H,2025-07-31,1,low_coverage_active|noise
A52753,2025-07-21,1,low_coverage_active
A5282B,2023-09-22,1,low_coverage_active
A5301H,2024-01-22,1,low_coverage_active
A5352E,2025-06-10,1,low_coverage_active|noise
A5376K,2025-07-31,1,low_coverage_active
A5387E,2024-09-24,1,low_coverage_active
A5425L,2024-05-25,1,low_coverage_active|noise
A5460L,2024-08-25,1,low_coverage_active
A546JMF,2025-07-29,1,low_coverage_active|noise
A555JMA,2025-07-31,1,low_coverage_active
A559JMC,2024-04-25,1,low_coverage_active
A5616D,2025-04-18,1,low_coverage_active
A5651M,2024-09-14,1,low_coverage_active
A5685J,2024-11-22,1,low_coverage_active
A5709B,2025-07-31,1,low_coverage_active
A5739D,2025-01-21,1,low_coverage_active|noise
A5775E,2025-04-07,1,low_coverage_active
A579JMD,2025-07-28,1,low_coverage_active
A5818G,2024-11-16,1,low_coverage_active
A5829B,2024-12-15,1,low_coverage_active
A582JLA,2025-07-07,1,low_coverage_active
A5872H,2025-02-09,1,low_coverage_active
A5947G,2025-01-25,1,low_coverage_active
A5948A,2025-04-16,0,stable
A5956L,2025-04-22,1,low_coverage_active
A596JLA,2025-07-31,1,low_coverage_active
A5993L,2024-05-10,1,low_coverage_active
A59BEB,2024-07-25,1,low_coverage_active
A6041C,2025-05-03,1,low_coverage_active
A6058C,2024-05-28,1,low_coverage_active
A6060E,2024-12-04,1,low_coverage_active
A6069L,2025-07-23,1,low_coverage_active
A6076H,2025-05-27,1,low_coverage_active
A6086J,2025-01-24,1,low_coverage_active
A6086L,2025-04-06,1,low_coverage_active|noise
A6090C,2025-04-20,1,low_coverage_active|noise
A6107K,2024-04-01,1,low_coverage_active
A6140E,2025-07-30,1,low_coverage_active|noise
A6164B,2025-07-30,1,low_coverage_active
A6175M,2025-01-03,1,low_coverage_active
A6181H,2025-07-29,1,low_coverage_active
A6187A,2025-07-29,1,low_coverage_active
A6251M,2025-04-09,1,low_coverage_active
A6274A,2025-07-30,1,low_coverage_active
A6274J,2024-08-05,1,low_coverage_active
A6275M,2025-04-26,1,low_coverage_active
A6277E,2024-07-28,1,low_coverage_active
A6293D,2025-01-25,1,low_coverage_active
A6316G,2025-07-27,1,low_coverage_active
A6317D,2025-07-31,1,low_coverage_active
A6323E,2024-12-20,1,low_coverage_active
A6354C,2024-01-13,1,low_coverage_active|noise
A6360C,2025-07-30,1,low_coverage_active|noise
A6397J,2025-07-28,1,low_coverage_active
A6505B,2025-07-29,1,low_coverage_active
A6506B,2024-07-20,1,low_coverage_active
A6525L,2025-07-25,1,low_coverage_active
A6617J,2025-07-31,1,low_coverage_active
A67282,2025-01-30,1,low_coverage_active
A6741B,2025-07-23,1,low_coverage_active
A674JMD,2025-07-31,1,low_coverage_active
A6784G,2025-07-14,1,low_coverage_active|noise
A6814G,2025-07-12,1,low_coverage_active
A6814L,2025-04-12,1,low_coverage_active
A6839B,2025-07-27,1,low_coverage_active
A6859J,2025-07-30,1,low_coverage_active
A6867C,2025-07-31,1,low_coverage_active|noise
A6869D,2024-04-07,1,low_coverage_active
A6899H,2025-01-26,1,low_coverage_active
A6907D,2024-05-08,1,low_coverage_active
A6918G,2025-04-23,1,low_coverage_active
A6932H,2025-05-05,1,low_coverage_active
A6934H,2025-02-10,1,low_coverage_active
A6954H,2025-07-06,1,low_coverage_active
A696JMA,2024-03-04,1,low_coverage_active
A7010H,2025-07-21,1,low_coverage_active
A7049M,2024-08-04,1,low_coverage_active
A7077E,2025-06-16,1,low_coverage_active
A7138G,2025-07-31,1,low_coverage_active
A7145D,2024-10-07,1,low_coverage_active
A7145G,2025-07-26,1,low_coverage_active
A7164E,2025-07-26,1,low_coverage_active|noise
A7212G,2024-02-07,1,low_coverage_active
A7276E,2024-02-23,1,low_coverage_active
A7279E,2023-12-18,1,low_coverage_active
A7284B,2025-01-03,1,low_coverage_active|noise
A728JMF,2025-07-31,1,low_coverage_active
A7315E,2024-02-04,1,low_coverage_active
A7360E,2025-07-30,1,low_coverage_active
A7371K,2025-07-24,1,low_coverage_active
A7515C,2025-07-17,1,low_coverage_active
A7563G,2024-07-11,1,low_coverage_active
A7606J,2025-07-08,1,low_coverage_active
A7642C,2025-06-20,1,low_coverage_active
A7653C,2024-02-08,1,low_coverage_active
A77157D,2025-07-31,0,stable
A77254D,2025-07-30,0,stable
A77281D,2025-07-27,0,stable
A7734B,2025-04-23,1,low_coverage_active
A77364D,2025-07-31,0,stable
A7738C,2025-07-31,1,low_coverage_active
A7739H,2024-12-14,1,low_coverage_active
A77404D,2025-07-31,0,stable
A77407D,2025-07-31,0,stable
A7742G,2025-07-31,1,low_coverage_active
A77506D,2025-07-08,0,stable
A77507D,2025-07-31,0,stable
A77510D,2025-06-12,1,low_coverage_active
A77524D,2025-07-29,0,stable
A77525D,2025-07-31,1,stable|noise
A77526D,2025-07-31,1,low_coverage_active
A77634D,2025-07-28,0,stable
A77636D,2025-04-21,1,stable|noise
A77637D,2025-07-24,1,low_coverage_active
A77638D,2025-04-08,0,stable
A77639D,2025-07-27,0,stable
A77647D,2025-07-26,0,stable
A7764J,2024-12-01,1,low_coverage_active
A7778M,2025-07-12,1,low_coverage_active
A7831H,2025-07-01,1,low_coverage_active
A7833A,2025-06-22,1,low_coverage_active
A7861A,2025-06-12,1,low_coverage_active
A7861D,2024-12-30,1,low_coverage_active
A7874H,2025-07-30,1,low_coverage_active
A7876M,2025-07-14,1,low_coverage_active
A7878L,2025-03-01,1,low_coverage_active
A7886M,2025-07-27,1,low_coverage_active
A8046M,2025-07-28,1,low_coverage_active
A8077A,2024-04-27,1,low_coverage_active
A8143L,2025-07-30,1,low_coverage_active
A8204H,2025-03-02,1,low_coverage_active
A83112D,2025-01-04,0,stable
A83155D,2024-11-18,1,low_coverage_active
A831JMD,2025-07-17,1,low_coverage_active
A8322M,2023-11-20,1,low_coverage_active|noise
A83338D,2025-07-31,0,stable
A8340B,2025-07-06,1,low_coverage_active
A83496D,2025-07-31,0,stable
A83527D,2025-04-15,0,stable
A835JMF,2025-07-30,1,low_coverage_active
A83828D,2025-07-23,0,stable
A8395L,2025-07-07,1,low_coverage_active
A8402L,2025-07-20,1,low_coverage_active
A84113D,2025-07-31,1,stable|noise
A84130D,2025-07-30,0,stable
A84209D,2025-07-31,0,stable
A84390D,2025-07-20,0,stable
A8446C,2025-07-31,1,low_coverage_active
A84663D,2025-07-31,0,stable
A84780D,2025-07-26,1,low_coverage_active
A84782D,2025-07-31,0,stable
A84826D,2025-07-30,0,stable
A8482M,2025-02-19,1,low_coverage_active
A84873D,2025-04-11,0,stable
A85090D,2025-07-28,0,stable
A85212D,2025-07-16,1,low_coverage_active
A8523D,2025-07-30,1,low_coverage_active
A85266D,2025-05-29,1,stable|noise
A8527J,2025-07-30,1,low_coverage_active
A85421D,2025-06-01,0,stable
A85424D,2025-07-26,0,stable
A85439D,2025-07-31,1,stable|noise
A85444D,2025-07-31,0,stable
A85470D,2025-07-31,0,stable
A85593D,2025-07-30,0,stable
A85595D,2025-07-31,0,stable
A85596D,2025-06-12,0,stable
A85597D,2025-07-31,0,stable
A8570D,2024-08-29,1,low_coverage_active
A8584C,2025-07-30,1,low_coverage_active
A85853D,2025-07-31,1,low_coverage_active
A8601E,2024-12-16,1,low_coverage_active
A8610B,2023-09-13,1,low_coverage_active
A8624L,2025-07-29,1,low_coverage_active
A8675A,2025-01-13,1,low_coverage_active
A8691L,2025-07-31,1,low_coverage_active
A8695B,2024-06-07,1,low_coverage_active
A8731E,2024-02-23,1,low_coverage_active
A8801K,2024-09-23,1,low_coverage_active
A88211,2024-10-19,1,low_coverage_active
A8912B,2025-07-27,1,low_coverage_active
A8944C,2025-07-20,1,low_coverage_active
A9007G,2024-08-10,1,low_coverage_active
A9053B,2024-12-01,1,low_coverage_active
A9054A,2024-10-22,1,low_coverage_active
A9088G,2025-04-14,1,low_coverage_active
A9094E,2024-11-10,1,low_coverage_active
A9119G,2024-06-29,1,low_coverage_active
A9130A,2025-07-22,1,low_coverage_active
A9254H,2024-02-21,1,low_coverage_active
A9255J,2025-07-30,1,low_coverage_active
A9293J,2024-08-09,1,low_coverage_active
A929JMF,2025-07-31,1,low_coverage_active
A931JMD,2024-08-20,1,low_coverage_active
A9341M,2025-07-31,1,low_coverage_active
A9358L,2023-12-06,1,low_coverage_active
A93980,2025-06-05,1,low_coverage_active
A9412C,2025-07-30,1,low_coverage_active
A9417K,2024-11-09,1,low_coverage_active
A9423D,2025-07-28,1,low_coverage_active
A9425H,2025-07-31,1,low_coverage_active
A9448K,2024-07-10,1,low_coverage_active
A9502L,2024-09-03,1,low_coverage_active
A9514J,2024-11-25,1,low_coverage_active
A95229,2025-06-12,1,low_coverage_active
A952JMF,2025-07-26,1,low_coverage_active
A954AA,2022-12-31,0,stable
A9560B,2024-12-04,1,low_coverage_active
A9588H,2025-07-31,1,low_coverage_active
A9592J,2025-07-19,1,low_coverage_active
A9636H,2024-04-02,1,low_coverage_active
A9675D,2024-06-19,1,low_coverage_active
A96BCJ,2025-01-10,1,low_coverage_active|noise
A970JMF,2025-06-24,1,low_coverage_active
A9793C,2024-02-23,1,low_coverage_active
A9822K,2025-05-13,1,low_coverage_active
A9862H,2025-07-30,1,low_coverage_active
A988JMJ,2025-07-31,1,low_coverage_active
A9895M,2025-07-28,1,low_coverage_active
A9913D,2024-01-27,1,low_coverage_active
A9914E,2025-01-01,1,low_coverage_active
A9926G,2025-07-31,1,low_coverage_active
A9933E,2025-04-28,1,low_coverage_active
A9933G,2025-04-29,1,low_coverage_active
A9939H,2024-03-22,1,low_coverage_active
A996JMF,2025-07-31,1,low_coverage_active
A9976D,2025-07-30,1,low_coverage_active
AA2539C,2025-06-28,1,low_coverage_active
AEW266B,2025-07-30,1,low_coverage_active|noise
B01923,2025-03-01,1,low_coverage_active
B05479,2024-03-13,1,low_coverage_active
B05BJN,2025-06-17,1,low_coverage_active
B07991,2024-11-09,1,low_coverage_active
B07BGL,2025-04-06,1,low_coverage_active
B16790,2024-12-06,1,low_coverage_active
B27ALF,2024-10-14,1,low_coverage_active
B34116,2025-07-07,1,low_coverage_active
B36AYC,2024-01-12,1,low_coverage_active
B49AGZ,2025-01-29,1,low_coverage_active|noise
B49BEB,2025-06-19,1,low_coverage_active
B73AVH,2025-06-10,1,low_coverage_active
C30BCE,2025-04-21,1,low_coverage_active|noise
C89BFD,2024-09-23,1,low_coverage_active
C96ATD,2025-02-24,1,low_coverage_active
CR5643,2025-07-31,0,stable
CR5657,2025-07-05,0,stable
CR5662,2025-03-20,1,low_coverage_active
CR5666,2024-10-31,1,low_coverage_active
CR5673,2025-07-14,0,stable
CR5674,2025-07-30,0,stable
CR5727,2025-07-31,0,stable
CR5729,2025-07-05,0,stable
CR5733,2025-07-11,0,stable
CR5734,2025-06-11,0,stable
CR5743,2025-05-06,0,stable
CR5759,2025-06-30,0,stable
CR5763,2025-05-22,0,stable
CR5768,2025-07-09,1,low_coverage_active
CR5769,2025-07-30,0,stable
CR5770,2025-06-21,1,stable|noise
CR5774,2025-07-18,0,stable
CR5775,2025-06-12,0,stable
CR5776,2025-04-24,0,stable
CR5777,2025-07-31,0,stable
CR5778,2025-07-07,1,low_coverage_active
CR5779,2025-07-31,0,stable
CR5780,2025-07-30,0,stable
CR5782,2025-01-25,0,stable
CR5783,2025-07-26,0,stable
CR5814,2025-07-01,0,stable
CR5815,2025-07-31,0,stable
CR5816,2025-07-31,0,stable
CR5817,2025-07-14,0,stable
CR5818,2025-07-02,0,stable
CR5819,2025-06-11,0,stable
CR5820,2025-06-19,0,stable
CR5822,2025-07-09,1,low_coverage_active
CR5823,2025-07-10,1,low_coverage_active
CR5831,2025-07-19,0,stable
CR5835,2025-07-11,0,stable
CR5836,2025-01-31,0,stable
CR5837,2025-05-31,1,stable|noise
CR5838,2025-01-27,0,stable
CR5842,2024-09-28,1,low_coverage_active
CR5843,2025-02-22,1,low_coverage_active
CR5846,2025-04-23,1,stable|noise
CR5847,2025-07-31,0,stable
CR5849,2025-04-26,0,stable
CR5850,2025-07-30,0,stable
CR5851,2025-07-29,0,stable
CR5852,2025-07-30,0,stable
CR5853,2025-07-18,0,stable
CR5854,2025-07-31,0,stable
CR5855,2025-07-31,0,stable
CR5857,2025-07-09,0,stable
CR5858,2025-07-30,0,stable
CR5859,2025-07-30,0,stable
CR5860,2025-07-26,0,stable
CR5896,2025-05-21,0,stable
CR5898,2025-07-09,1,low_coverage_active
CR5899,2025-07-05,0,stable
CR5901,2025-06-30,0,stable
CR5902,2025-06-20,1,low_coverage_active
CR5903,2025-07-14,1,low_coverage_active
CR5904,2025-07-08,0,stable
CR5986,2024-09-13,1,low_coverage_active
CR6078,2025-05-27,1,low_coverage_active
CR6088,2025-07-04,1,low_coverage_active
CR6091,2025-07-31,0,stable
CR6097,2025-07-30,1,stable|noise
CR6101,2025-07-31,0,stable
CR6104,2025-07-31,0,stable
CR6105,2025-07-28,0,stable
D15ALS,2025-06-21,1,low_coverage_active
D41AKT,2025-07-16,1,low_coverage_active
D43AFF,2025-07-31,1,low_coverage_active
D45BME,2025-07-25,1,low_coverage_active
DV7041B,2025-04-03,1,low_coverage_active
E44BFC,2023-10-04,1,low_coverage_active
E65BCF,2025-03-28,1,low_coverage_active
E9003344,2025-02-23,0,stable
ECA102,2025-07-31,0,stable
ECA275,2025-07-31,0,stable
ECA29,2025-02-05,0,stable
ECA312,2025-07-31,0,stable
ECA417,2025-07-31,1,low_coverage_active
ECA530,2024-11-27,1,low_coverage_active
ECA557,2025-03-08,1,low_coverage_active
ECO01,2025-01-08,1,low_coverage_active
ECO010,2023-11-19,1,low_coverage_active
ECO010R,2023-11-22,1,low_coverage_active
ECO026R,2023-12-30,1,low_coverage_active
ECO028,2025-05-14,1,low_coverage_active
ECO035,2024-07-24,1,low_coverage_active
ECO049,2023-12-10,1,low_coverage_active
ECO057,2023-11-16,1,low_coverage_active
ECO065,2023-12-02,1,low_coverage_active
ECO15,2023-12-15,1,low_coverage_active
ECO507,2024-11-21,1,low_coverage_active
ECO508,2024-07-16,1,low_coverage_active
ECO516,2025-02-14,0,stable
ECO517,2024-11-20,1,stable|noise
ECO518,2024-08-30,1,low_coverage_active
ECO533,2023-12-26,1,low_coverage_active
ECO534,2024-07-23,1,low_coverage_active
ECO772,2025-07-28,0,stable
F15BEA,2024-07-20,1,low_coverage_active
F42BCG,2024-03-02,1,low_coverage_active
F52BEF,2025-07-18,1,low_coverage_active
F62ALD,2025-05-21,1,low_coverage_active
F66BAM,2025-07-17,1,low_coverage_active
F73AGY,2025-07-30,1,low_coverage_active
F87AEX,2025-02-10,1,low_coverage_active
FVV484A,2025-07-24,1,low_coverage_active
G01BFL,2025-07-12,1,low_coverage_active
G07BJK,2025-07-26,1,low_coverage_active
G18AMC,2024-09-11,1,low_coverage_active|noise
G42ASF,2024-01-22,1,low_coverage_active
G60APY,2025-07-31,1,low_coverage_active
G69AWY,2025-02-18,1,low_coverage_active
GENCEC,2025-01-28,1,low_coverage_active
GENTPL,2023-09-25,1,low_coverage_active
GKZ425B,2023-10-25,1,low_coverage_active
GMRP149,2025-05-13,0,stable
GOLDEN01,2025-07-31,0,stable
GOLDEN02,2025-07-31,0,stable
GOLDEN03,2025-07-31,0,stable
GOLDEN04,2025-07-31,0,stable
GOLDEN05,2025-07-31,0,stable
GYM770,2024-08-17,0,stable
H02BNA,2025-07-22,1,low_coverage_active
H27AKN,2025-07-27,1,low_coverage_active
H34AEZ,2025-07-31,1,low_coverage_active
H42ASY,2024-06-20,1,low_coverage_active|noise
HCF283E,2025-06-21,1,low_coverage_active
HEC477G,2024-01-19,1,low_coverage_active
HKU340C,2025-05-12,0,stable
HN4160F,2025-07-22,0,stable
J0074334,2025-07-31,0,stable
J32BGP,2023-10-05,1,low_coverage_active|noise
J45ADU,2025-07-07,1,low_coverage_active
J50AXL,2025-07-07,1,low_coverage_active
J55BFW,2024-08-21,1,low_coverage_active
J68BGU,2024-07-29,1,low_coverage_active
J75AUP,2025-03-31,1,low_coverage_active
J75BNH,2025-07-31,1,low_coverage_active
JPL2583,2025-06-20,1,low_coverage_active
K00882,2025-03-26,0,stable
K0088219,2025-03-25,1,low_coverage_active
K0088228,2024-02-26,1,low_coverage_active
K0088237,2025-07-29,0,stable
K008854,2025-05-25,0,stable
K0088915,2023-10-24,1,low_coverage_active
K009100,2025-04-14,1,stable|noise
K52BEM,2024-09-01,1,low_coverage_active
K56BHK,2025-07-31,1,low_coverage_active
K72ADJ,2024-02-09,1,low_coverage_active|noise
K74BDK,2025-06-27,1,low_coverage_active|noise
K76BKB,2025-03-20,1,low_coverage_active|noise
K95AVE,2025-07-31,1,low_coverage_active
L0093988,2024-07-20,1,low_coverage_active
L37AZX,2025-03-17,1,low_coverage_active|noise
L48BKG,2025-07-31,1,low_coverage_active
L57AZT,2025-02-23,0,stable
L59AZH,2025-07-31,1,low_coverage_active
L62AYS,2025-07-29,1,low_coverage_active
L89ADJ,2025-07-04,1,low_coverage_active
L93AXB,2024-01-13,1,low_coverage_active
L95BCL,2025-01-07,1,low_coverage_active
L95BJV,2025-07-30,1,low_coverage_active
L97BKG,2025-01-12,1,low_coverage_active|noise
LB46144,2025-07-02,1,low_coverage_active
LB46147,2025-07-23,1,low_coverage_active
LB46149,2025-07-31,0,stable
LB67312,2025-07-29,1,low_coverage_active
LB82663,2025-07-29,1,low_coverage_active
LC33620,2025-07-30,0,stable
LC33624,2025-07-31,0,stable
LC33626,2025-07-31,0,stable
LE16176,2025-06-19,1,low_coverage_active
LE17532,2025-07-28,1,low_coverage_active
LE41033,2025-03-31,1,low_coverage_active
LE73329,2025-07-06,1,low_coverage_active
LF28206,2025-07-30,1,low_coverage_active|noise
LF63372,2025-07-31,1,low_coverage_active
LF95269,2024-12-23,0,stable
LG14267,2025-04-03,1,low_coverage_active
LG58472,2025-06-05,1,low_coverage_active
LG58491,2025-07-29,1,low_coverage_active
LGG763B,2025-07-27,1,low_coverage_active
LGJ732B,2025-07-31,0,stable
LGM538A,2025-07-13,1,low_coverage_active
LGX501B,2025-04-08,1,low_coverage_active
LHJ272C,2025-04-29,1,low_coverage_active
LHL900C,2025-07-30,1,low_coverage_active
LHN874B,2025-07-29,1,low_coverage_active
LHT976A,2025-04-21,1,low_coverage_active
LHY326B,2025-07-29,1,low_coverage_active
LKC143B,2025-07-28,1,low_coverage_active
LKE361A,2025-07-30,1,low_coverage_active
LKH469A,2024-10-03,1,low_coverage_active
LKS335C,2025-07-18,1,low_coverage_active
LKX660B,2025-07-12,1,low_coverage_active
LLG870A,2024-04-25,1,low_coverage_active
LLK145A,2025-07-31,0,stable
LLZ105A,2025-06-24,1,low_coverage_active|noise
LMA529B,2025-06-20,1,low_coverage_active|noise
LMB124C,2025-07-18,1,low_coverage_active
LMF593A,2025-05-22,1,low_coverage_active
LMF749A,2025-07-19,1,low_coverage_active
LMG569A,2025-07-30,1,low_coverage_active
LMM734A,2025-07-31,1,low_coverage_active
LMN574A,2024-10-05,1,low_coverage_active
LMS927B,2025-07-31,1,low_coverage_active
LMU573B,2025-07-31,1,low_coverage_active
LPB973A,2024-12-09,1,low_coverage_active
LPM957A,2025-05-18,1,low_coverage_active
LPM957A,2025-05-18,1,low_coverage_active
LRK797A,2025-07-01,1,low_coverage_active
LRN332A,2024-05-13,1,low_coverage_active
LRS739A,2025-07-27,1,low_coverage_active|noise
LRV034B,2025-03-17,1,low_coverage_active|noise
LRV397A,2024-04-12,1,low_coverage_active
LSA232A,2025-04-22,1,low_coverage_active
LSC039A,2024-03-24,1,low_coverage_active
LSG918A,2025-05-25,1,low_coverage_active
LTY048A,2025-07-30,1,low_coverage_active
LUB299B,2025-07-28,1,low_coverage_active
LUC775A,2025-06-22,1,low_coverage_active
LUE056A,2024-05-06,1,low_coverage_active
LUG097B,2025-07-31,1,low_coverage_active|noise
LUJ963A,2025-07-31,0,stable
LUK295A,2025-07-27,1,low_coverage_active
LUP764B,2025-05-12,1,low_coverage_active
LUY792A,2024-03-02,1,low_coverage_active
LVA200C,2025-07-26,1,low_coverage_active
LVJ213A,2024-11-24,1,low_coverage_active|noise
LVS956A,2025-07-31,1,low_coverage_active
LWM663A,2025-07-23,1,low_coverage_active
LWP774A,2025-06-16,1,low_coverage_active
LWT662A,2025-06-04,1,low_coverage_active
LWY580A,2025-07-30,0,stable
LWZ452A,2025-07-13,1,low_coverage_active
LXL030A,2024-03-06,1,low_coverage_active
LXL539A,2025-05-23,1,low_coverage_active|noise
LYC130B,2025-03-18,1,low_coverage_active
LYD851A,2025-01-17,1,low_coverage_active
LYD932B,2025-07-31,1,low_coverage_active
LYX364A,2024-10-27,1,low_coverage_active
LZG813A,2025-05-31,1,low_coverage_active
LZW205B,2025-04-02,1,low_coverage_active
M00623,2025-04-27,1,low_coverage_active|noise
M02696,2025-04-06,1,low_coverage_active
M05ADW,2024-06-17,1,low_coverage_active
M07BKD,2025-01-25,1,low_coverage_active
M10ASM,2025-07-31,1,low_coverage_active
M30AFK,2025-07-12,1,low_coverage_active
M76BDV,2023-11-04,1,low_coverage_active
M88BHK,2025-07-31,1,low_coverage_active
M90632,2024-10-22,0,stable
MAF974B,2024-11-08,1,low_coverage_active
MAT739C,2025-07-29,1,low_coverage_active|noise
MAW556B,2025-07-30,1,low_coverage_active
MBB284A,2025-06-30,1,low_coverage_active
MBC922B,2025-06-26,1,low_coverage_active
MBF355C,2025-07-31,1,low_coverage_active
MBH168A,2025-05-16,1,low_coverage_active
MBK588A,2025-04-29,1,low_coverage_active
MCJ666A,2025-02-02,1,low_coverage_active
MCJ790B,2025-02-05,1,low_coverage_active
MCZ173A,2025-07-15,1,low_coverage_active
MDC441A,2025-04-28,1,low_coverage_active
MDE922A,2024-11-17,1,low_coverage_active
MDF887A,2025-04-17,1,low_coverage_active
MDX643A,2025-06-08,1,low_coverage_active
MES414A,2024-12-02,1,low_coverage_active
MES443A,2024-10-13,1,low_coverage_active
MET467A,2025-07-22,1,low_coverage_active
MFK307A,2025-03-01,1,low_coverage_active
MFL068A,2025-06-08,1,low_coverage_active
MFN464A,2025-07-22,1,low_coverage_active
MFR854B,2025-07-31,1,low_coverage_active
MFR854B,2025-07-31,1,low_coverage_active
MGS123A,2025-02-24,1,low_coverage_active
MGU109A,2025-07-16,1,low_coverage_active
MGU724A,2025-07-29,1,low_coverage_active
MGY297A,2025-07-27,1,low_coverage_active
MHB508A,2025-05-17,1,low_coverage_active
MHC436A,2025-07-31,1,low_coverage_active
MHJ174B,2025-02-16,1,low_coverage_active
MHN831B,2025-07-26,1,low_coverage_active
MJA605A,2025-07-07,1,low_coverage_active
MJJ069A,2025-07-16,1,low_coverage_active
MJS110B,2025-05-10,1,low_coverage_active
MJV798B,2025-02-15,1,low_coverage_active
MKA084B,2025-07-31,1,low_coverage_active
MKH203A,2025-07-13,1,low_coverage_active
MKM030B,2025-07-30,1,low_coverage_active|noise
MMJ562A,2025-06-02,1,low_coverage_active
MMW997A,2024-04-16,1,low_coverage_active
MMX820A,2025-05-16,1,low_coverage_active
MMY372A,2025-07-31,0,stable
MMZ579A,2025-07-30,1,low_coverage_active
MNA244B,2025-07-31,1,low_coverage_active
MNC154A,2025-07-31,1,low_coverage_active
MNR321A,2024-10-16,1,low_coverage_active
MNW3118,2025-07-21,1,low_coverage_active
MPX066A,2025-07-31,1,low_coverage_active
MRH677A,2025-07-27,1,low_coverage_active
MRZ643A,2025-05-17,1,low_coverage_active|noise
MSE625B,2025-07-31,1,low_coverage_active
MSP256A,2025-05-05,1,low_coverage_active
MSR447A,2025-07-31,1,low_coverage_active
MST069A,2024-01-29,1,low_coverage_active
MSV2246,2025-07-01,1,low_coverage_active|noise
MTC009A,2025-05-07,1,low_coverage_active|noise
MTE9565,2025-07-30,1,low_coverage_active
MTH187A,2025-04-13,1,low_coverage_active
MUE429B,2025-07-31,1,low_coverage_active|noise
MUN882A,2024-07-16,1,low_coverage_active
MUS763B,2025-05-29,1,low_coverage_active
MVB471B,2025-05-28,1,low_coverage_active
MVD212A,2025-06-28,1,low_coverage_active
MVJ595A,2025-06-09,1,low_coverage_active|noise
MVJ923A,2025-07-20,0,stable
MVN795A,2025-07-13,1,low_coverage_active
MVR221B,2025-07-31,1,low_coverage_active
MVR221B,2025-07-31,1,low_coverage_active
MVY284A,2024-06-25,1,low_coverage_active
MVY555B,2025-07-25,1,low_coverage_active
MWM963A,2025-03-31,1,low_coverage_active
MWP074B,2025-07-31,1,low_coverage_active
MWT540A,2025-06-29,1,low_coverage_active
MWW205A,2025-06-26,1,low_coverage_active
MXD890B,2025-03-30,1,low_coverage_active
MXD895A,2025-07-27,1,low_coverage_active
MXG194A,2025-04-26,1,low_coverage_active
MXH354A,2025-07-07,1,low_coverage_active
MXM893A,2025-07-31,1,low_coverage_active
MXU8000,2024-06-09,1,low_coverage_active
MYU919B,2025-06-15,1,low_coverage_active
MYZ280A,2024-09-10,1,low_coverage_active
MYZ409A,2024-10-02,1,low_coverage_active
MZB912A,2025-07-27,1,low_coverage_active
MZM886B,2025-07-31,1,low_coverage_active
MZU169A,2024-12-13,1,low_coverage_active
MZV5006,2025-07-30,1,low_coverage_active
MZY949B,2025-07-31,1,low_coverage_active
N22BAK,2024-12-22,1,low_coverage_active
N28BEP,2025-07-19,1,low_coverage_active
N5611894,2025-03-28,0,stable
N66BJB,2024-07-24,1,low_coverage_active
N66BPK,2025-07-28,1,low_coverage_active
N82AMJ,2025-06-29,1,low_coverage_active
N86BHC,2024-11-26,1,low_coverage_active
NA000010,2025-07-24,0,stable
NA000011,2025-06-07,1,stable|noise
NA00003,2025-06-18,0,stable
NAE825A,2025-04-21,1,low_coverage_active
NAF870A,2025-07-31,1,low_coverage_active
NAN301A,2024-11-11,1,low_coverage_active
NAR581A,2025-07-01,1,low_coverage_active
NAV388A,2025-07-27,1,low_coverage_active
NBF241A,2025-07-31,0,stable
