plaza_limpia,placa,fecha_dia,coverage_ratio_14d,coverage_ratio_30d,downtime_hours_30d,activity_drop_pct,average_speed_kph_30d,trip_count_30d,distance_km_30d,engine_hours_30d,driving_hours_30d,idling_hours_30d,after_hours_distance_km_30d,work_distance_km_30d,after_hours_ratio_30d,idle_pressure_30d,high_speed_pressure_30d,seatbelt_pressure_30d,telemetry_health_score,telemetry_alert,safety_score,safety_alert,protections_applied_last_12m,last_protection_at,expected_payment,gnv_credit_30d,bank_transfer,exposure_after_transfer,arrears_amount,risk_score,needs_protection,suggested_scenario,whatsapp_segment,plaza,first_record_date,last_record_date,records_total,litros_total,recaudo_total,avg_daily_litros,avg_daily_recaudo,litros_30d,recaudo_30d,records_30d,litros_90d,recaudo_90d,records_90d,litros_180d,recaudo_180d,records_180d,litros_365d,recaudo_365d,records_365d,avg_30d_litros,avg_30d_recaudo,max_30d_litros,max_30d_recaudo,scenario,intent,idle_hours_ratio_30d,fault_events_30d,gps_operational_ratio,seatbelt_off_rate_30d,high_speed_ratio_30d,after_hours_driving_hours_30d,after_hours_stop_hours_30d,hase_consumption_gap_flag,hase_fault_alert_flag,hase_downtime_alert_flag,hase_telemetry_ok_flag
EDOMEX - TLANEPANTLA,741601J,2024-04-25,0.0065114216666666,0.0065114216666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27748175047074725,0.9720143764645087,0.7854873523840351,0.7586099299790683,0,0.8600981620162246,0,0,,18000.0,117.20559,9826.32,8056.474409999999,17882.79441,0.378,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-04-25,2024-04-25,1,9.759,16.59,9.759,16.59,9.759,16.59,1,9.759,16.59,1,9.759,16.59,1,9.759,16.59,1,9.759,16.59,9.759,16.59,base,,0.16648905028244834,1,0.9895008986789913,0.2827754468582526,0.3693654630565133,0.0,46.00394438632617,0,0,0,0
EDOMEX - TLANEPANTLA,744733J,2025-07-13,0.5277197291666667,1.1097594249444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4317218990064853,0.9368792712841736,0.23345619801704912,0.7891044397835989,0,0.5148254273238989,0,0,,18000.0,19975.669649,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2023-10-14,2025-07-13,193,9074.550899999998,0.0,14.223434012539183,0.0,146.4178,0.0,3,1183.0159,0.0,26,2919.9149000000007,0.0,62,6016.7979,0.0,128,412.4795863636364,0.0,695.224,0.0,base,,0.25903313940389117,0,0.880040121330514,0.08404423128613768,0.35601412308798597,0.0,9.311338976447256,0,0,0,0
EDOMEX - ECATEPEC,747276J,2024-12-10,0.026186905,0.026186905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4552626429134472,0.23443394248368765,0.7319720046451138,0.7795929833155295,0,0.5329567797805433,0,0,,18000.0,471.36429,10453.98,7074.655709999999,17528.63571,0.37,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-12-10,2024-12-10,1,37.679,0.0,37.679,0.0,37.679,0.0,1,37.679,0.0,1,37.679,0.0,1,37.679,0.0,1,37.679,0.0,37.679,0.0,base,,0.2731575857480683,0,0.8680890450487019,0.26350992167224097,0.08908489814380131,0.0,17.737064884562166,0,0,0,0
EDOMEX - ECATEPEC,752895J,2025-05-22,0.2648748103333333,0.6299857736666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5337390911104767,0.5914286076301558,0.6463011484841131,0.7416948007938748,0,0.6243521321425303,0,0,,18000.0,11339.743926,3316.25,3344.006074000001,6660.256074000001,0.141,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-08-29,2025-05-22,115,3524.6666,0.0,13.300628679245284,0.0,119.6146,0.0,5,198.2296,0.0,8,1547.7426,0.0,55,3524.6666,0.0,115,391.6296222222222,0.0,789.347,0.0,base,,0.320243454666286,0,0.9795968012473975,0.23266841345428071,0.2247428708994592,0.0,24.90525550639396,0,0,0,0
EDOMEX - ECATEPEC,753233J,2025-07-28,0.2352914898333333,0.5130686514444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7557496834172949,0.9937919693490296,0.6716080583648374,0.6509662545939734,0,0.8004816227585143,0,0,,18000.0,9235.235726,3389.46,5375.304273999999,8764.764274,0.185,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-08-31,2025-07-28,58,1373.5666,0.0,4.162323030303031,0.0,130.13,0.0,6,423.4225999999999,0.0,21,690.2626,0.0,34,1373.5666,0.0,58,114.46388333333331,0.0,222.242,0.0,base,,0.4534498100503769,2,0.8726702971348493,0.24177890101134145,0.37764094835263123,0.0,32.59498444877225,0,0,0,0
EDOMEX - ECATEPEC,754292J,2025-05-17,0.3289156498333332,0.8412948181666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17123437642301176,0.8720114531210018,0.2217283711382457,0.8608230851079774,0,0.4818416039313482,0,0,,18000.0,15143.306727,1034.24,1822.4532730000008,2856.6932730000008,0.06,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-03,2025-05-17,116,3636.9346999999993,0.0,14.206776171874996,0.0,128.6997,0.0,3,337.2897,0.0,13,1762.0187,0.0,59,3636.9346999999993,0.0,116,404.1038555555556,0.0,856.397,0.0,base,,0.10274062585380705,2,0.9730991887481167,0.07982221360976845,0.3313643521859807,0.0,35.22033505277822,0,0,0,0
EDOMEX - ECATEPEC,756963J,2025-07-16,0.483262341,1.3306527436666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660207051687229,0.7526161304376964,0.6875532234806587,0.6407791464551245,0,0.7135783862634738,0,0,,18000.0,23951.749386,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2025-05-30,2025-07-16,46,1716.8786000000002,0.0,37.32344782608696,0.0,1321.4716,0.0,36,1716.8786000000002,0.0,46,1716.8786000000002,0.0,46,1716.8786000000002,0.0,46,858.4393,0.0,1126.0148,0.0,base,,0.5196124231012337,0,0.9410639278705366,0.24751916045303715,0.28599412956632464,0.0,38.79870041061341,0,0,0,0
EDOMEX - ECATEPEC,757306J,2024-09-06,0.0286111777777777,0.0286111777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6511587618189251,0.1510845052513096,0.7515907192729196,0.7349326628124137,0,0.5113882336642755,0,0,,18000.0,515.0011999999999,7035.19,10449.808800000004,17484.9988,0.369,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-09-02,2024-09-06,2,38.12,0.0,12.706666666666663,0.0,38.12,0.0,2,38.12,0.0,2,38.12,0.0,2,38.12,0.0,2,38.12,0.0,38.12,0.0,base,,0.39069525709135505,1,0.9307606097298726,0.27057265893825105,0.057412111995497644,0.0,26.322573832586617,0,0,0,0
EDOMEX - ECATEPEC,7681JFL,2025-07-01,0.1158339812777777,0.2315563521666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8796533260283684,0.19095936045136755,0.5177763578357053,0.7026767567165139,0,0.38704955888197023,0,0,,18000.0,4168.014339,11827.34,2004.6456609999989,13831.985661,0.292,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-12-08,2025-07-01,28,345.85390000000007,0.0,1.6870921951219515,0.0,106.7072,0.0,9,220.7939,0.0,18,317.2359,0.0,26,345.85390000000007,0.0,28,49.40770000000001,0.0,100.3677,0.0,base,,0.5277919956170211,0,0.9551874196165208,0.1863994888208539,0.07256455697151967,0.0,28.93312346495648,0,0,0,0
EDOMEX - ECATEPEC,770517J,2025-07-27,0.4177148322777778,1.036396432277778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7797088197290312,0.821120111805496,0.37701203393268157,0.6941417420513807,0,0.5546552650818074,0,0,,18000.0,18655.135781,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-08-28,2025-07-27,390,9577.0961,0.0,28.846675,0.0,261.44810000000007,0.0,13,261.44810000000007,0.0,13,3320.2481,0.0,133,9577.0961,0.0,390,798.0913416666667,0.0,1391.98,0.0,base,,0.46782529183741867,2,0.951639854000727,0.13572433221576535,0.3120256424860885,0.0,46.30453962921642,0,0,0,0
EDOMEX - ECATEPEC,770529J,2025-07-31,0.3141992345,0.7346468843333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8625453302290794,0.4584915839026834,0.212857357661055,0.7221414578111889,0,0.3111110481577064,0,0,,18000.0,13223.643918,2426.97,2349.3860820000004,4776.356082,0.101,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-27,2025-07-31,245,5821.6898,0.0,19.025130065359477,0.0,854.1321,0.0,35,2708.311,0.0,138,3779.4978,0.0,192,5821.6898,0.0,245,529.2445272727272,0.0,1415.103,0.0,base,,0.5175271981374476,2,0.8654736665185639,0.0766286487579798,0.1742268018830197,0.0,15.321216030956922,0,0,0,0
EDOMEX - ECATEPEC,770680J,2025-07-25,0.4698946216666667,1.0936148403333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6174170798684253,0.7120592620039098,0.3294071626045883,0.7491521295600303,0,0.4824680023643169,0,0,,18000.0,19685.067126,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-10,2025-07-25,208,9073.3758,0.0,28.622636593059937,0.0,603.7189999999999,0.0,15,2722.3676000000005,0.0,61,5834.951800000001,0.0,129,9073.3758,0.0,208,824.8523454545455,0.0,1234.14,0.0,base,,0.3704502479210552,0,0.9899252554569364,0.11858657853765178,0.2705825195614857,0.0,39.56166894401951,0,0,0,0
EDOMEX - ECATEPEC,770778J,2025-07-25,0.1471308556666666,0.1471308556666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4346484038245479,0.7734998340111636,0.7769490089829364,0.7362240312450176,0,0.7755693389942273,0,0,,18000.0,2648.355402,4815.54,10536.104597999998,15351.644598,0.324,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-11-30,2025-07-25,15,220.1502,0.0,0.9289037974683544,0.0,114.3712,0.0,6,114.3712,0.0,6,193.09919999999997,0.0,12,220.1502,0.0,15,27.518775,0.0,114.3712,0.0,base,,0.2607890422947287,1,0.981864561702822,0.2797016432338571,0.2939299369242422,0.0,35.60817547737054,0,0,0,0
EDOMEX - ECATEPEC,770792J,2025-07-04,0.5602069733333334,1.2458263296666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49885221400186947,0.4982125752191563,0.44221179540479705,0.7823645250334245,0,0.46461210733054076,0,0,,18000.0,22424.873933999996,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-08-28,2025-07-04,392,12319.9314,0.0,39.870328155339806,0.0,719.7519999999998,0.0,29,2405.9004000000004,0.0,77,6916.883399999999,0.0,208,12319.9314,0.0,392,1119.9937636363636,0.0,1586.18,0.0,base,,0.2993113284011217,0,0.9755228748006682,0.15919624634572693,0.1893207785832794,0.0,11.023862979308564,0,0,0,0
EDOMEX - ECATEPEC,770804J,2025-07-31,0.4252614858333333,0.911966473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6601908994547515,0.25609467824015064,0.7192291729936322,0.7281572001178642,0,0.5339753750922396,0,0,,18000.0,16415.396514,933.94,650.6634859999999,1584.603486,0.033,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-03,2025-07-31,434,10035.7921,0.0,30.41149121212121,0.0,914.5145,0.0,35,2877.9295999999995,0.0,122,5466.0010999999995,0.0,244,10035.7921,0.0,434,836.3160083333333,0.0,1121.962,0.0,base,,0.3961145396728509,1,0.9371204787519369,0.2589225022777076,0.09731597773125725,0.0,44.83914278687849,0,0,0,0
EDOMEX - ECATEPEC,770957J,2025-07-30,0.403721967,0.8455758071666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48686556149141896,0.4673925947793156,0.7545306958319041,0.7503485185449715,0,0.6396754554108687,0,0,,18000.0,15220.364529,2139.32,640.3154709999994,2779.6354709999996,0.059,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-08-30,2025-07-30,306,8999.100900000001,0.0,26.943415868263475,0.0,844.5254000000001,0.0,34,1862.5619,0.0,73,4618.517900000001,0.0,158,8999.100900000001,0.0,306,749.9250750000001,0.0,1416.013,0.0,base,,0.29211933689485137,1,0.923190786386524,0.2716310504994855,0.17760918601613992,0.0,41.780314713437285,0,0,0,0
EDOMEX - ECATEPEC,770973J,2025-07-31,0.4979629569444443,0.9199945712222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7154212542675087,0.8880157525398409,0.6922718783396068,0.6670308008291828,0,0.7705694280197004,0,0,,18000.0,16559.902282,503.51,936.5877180000008,1440.097718000001,0.03,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-09,2025-07-31,119,3488.7591999999995,0.0,10.767775308641976,0.0,746.3224999999999,0.0,22,782.2282,0.0,24,2403.0842,0.0,85,3488.7591999999995,0.0,119,317.1599272727273,0.0,871.896,0.0,base,,0.4292527525605052,0,0.9250790017434335,0.24921787620225844,0.3374459859651395,0.0,38.51870007455923,0,0,0,0
EDOMEX - TLANEPANTLA,772,2025-04-23,0.0005197661111111,0.0005197661111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23555267872668886,0.4191008081067184,0.6916751779227847,0.8245827443190561,0,0.5826454299963582,0,0,,18000.0,9.35579,10650.37,7340.274209999998,17990.64421,0.38,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-04-23,2025-04-23,1,0.779,0.0,0.779,0.0,0.779,0.0,1,0.779,0.0,1,0.779,0.0,1,0.779,0.0,1,0.779,0.0,0.779,0.0,base,,0.14133160723601332,0,0.8520911721919525,0.24900306405220246,0.159258307080553,0.0,10.45126410140305,0,0,0,0
EDOMEX - TLANEPANTLA,807703J,2024-11-14,0.4443153788888889,0.85399412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7891566534053334,0.18598504225318185,0.6324299707523819,0.7119404367781264,0,0.4538519993527019,0,0,,18000.0,15371.89416,1562.21,1065.89584,2628.10584,0.055,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-07-16,2024-11-14,40,1396.839,0.0,11.640325,0.0,212.628,0.0,4,897.4490000000002,0.0,23,1396.839,0.0,40,1396.839,0.0,40,279.3678,0.0,469.361,0.0,base,,0.4734939920432,0,0.919925730272362,0.2276747894708575,0.07067431605620911,0.0,11.00583283699257,0,0,0,0
EDOMEX - ECATEPEC,8162,2025-07-30,0.2411653195,0.2411653195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31980814639816985,0.9645088622920472,0.5451763132296183,0.7774660968295395,0,0.7129093328545899,0,0,,18000.0,4340.975751,11783.58,1875.444249,13659.024249,0.288,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-09-19,2025-07-30,11,349.83509999999995,0.0,1.1141245222929934,0.0,69.7281,0.0,3,69.7281,0.0,3,69.7281,0.0,3,349.83509999999995,0.0,11,31.803190909090905,0.0,280.10699999999997,0.0,base,,0.1918848878389019,3,0.9373277394723888,0.1962634727626626,0.366513367670978,0.0,34.3775337025387,0,0,0,0
EDOMEX - TLANEPANTLA,8163JES,2025-06-11,0.1397398551111111,0.3095756151111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8746273738102088,0.7226931051615173,0.2423824264885881,0.6944418169558959,0,0.43450669795775976,0,0,,18000.0,5572.361072,7991.43,4436.208928,12427.638928,0.262,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-09-14,2025-06-11,66,888.9671999999999,3056.3900000000003,1.3977471698113206,4.80564465408805,55.9682,0.0,4,55.9682,0.0,4,202.90419999999995,0.0,15,230.5922,0.0,17,40.4076,138.92681818181816,298.775,1582.59,base,,0.5247764242861253,1,0.9422188692284927,0.08725767353589171,0.2746233799613766,0.0,9.612610652701246,0,0,0,0
EDOMEX - ECATEPEC,837757J,2025-03-24,0.4072706999999999,0.8794115916666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28332601661961765,0.6012703372089387,0.8515365320928585,0.7788824850172374,0,0.7514300541392905,0,0,,18000.0,15829.40865,1267.83,902.7613500000008,2170.5913500000006,0.046,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-10,2025-03-24,178,5454.9,0.0,27.973846153846154,0.0,1009.745,0.0,32,2566.575,0.0,88,5007.829,0.0,165,5454.9,0.0,178,779.2714285714285,0.0,1012.01,0.0,base,,0.16999560997177057,0,0.8964995251071838,0.30655315155342905,0.22848272813939674,0.0,9.87257105382165,0,0,0,0
EDOMEX - ECATEPEC,838745J,2025-07-31,0.4246550084999999,0.8553310236055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2635398137434651,0.8515932221179171,0.9662494962382845,0.7500376492461063,0,0.9203869865901375,0,0,,18000.0,15395.9584249,1198.34,1405.7015751,2604.0415751,0.055,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-10-09,2025-07-31,118,3639.8184,0.0,12.380334693877552,0.0,577.627,0.0,16,877.9463999999999,0.0,26,2194.7043999999996,0.0,65,3639.8184,0.0,118,363.98184,0.0,795.795,0.0,base,,0.15812388824607904,0,0.9159795290410969,0.3478498186457824,0.3236054244048085,0.0,22.21201707902669,0,0,0,0
EDOMEX - ECATEPEC,838850J,2025-07-30,0.5376913466666667,1.2014012423333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7755737496072114,0.4886395362422149,0.4961238397334904,0.7074805389308011,0,0.4931301183369802,0,0,,18000.0,21625.222361999997,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-03,2025-07-30,164,8091.487800000001,0.0,24.51966,0.0,584.4553,0.0,12,2020.2408,0.0,43,4196.8838000000005,0.0,90,8091.487800000001,0.0,164,674.29065,0.0,894.41,0.0,base,,0.4653442497643268,1,0.9390834849327604,0.17860458230405654,0.18568302377204166,0.0,5.231249217351739,0,0,0,0
EDOMEX - TLANEPANTLA,845NA083C,2024-03-03,0.0206853883333333,0.0206853883333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7806930374439276,0.9870742421670959,0.9369477138910638,0.6134270755987228,0,0.9569983252014767,0,0,,18000.0,372.33699,10795.24,6832.42301,17627.66301,0.372,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-03-03,2024-03-03,1,32.349,0.0,32.349,0.0,32.349,0.0,1,32.349,0.0,1,32.349,0.0,1,32.349,0.0,1,32.349,0.0,32.349,0.0,base,,0.46841582246635655,2,0.9099627714385254,0.33730117700078294,0.37508821202349646,0.0,36.023786321087776,0,0,0,0
EDOMEX - TLANEPANTLA,845NA116C,2024-07-22,0.0012537105555555,0.0012537105555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207362315776022,0.8763134550033733,0.9981059522942121,0.6299381514300242,0,0.9493889533778765,0,0,,18000.0,22.56679,10127.53,7849.903209999999,17977.43321,0.38,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-07-22,2024-07-22,1,1.879,0.0,1.879,0.0,1.879,0.0,1,1.879,0.0,1,1.879,0.0,1,1.879,0.0,1,1.879,0.0,1.879,0.0,base,,0.43244173894656135,0,0.9846989278576935,0.35931814282591634,0.33299911290128187,0.0,28.228900706517543,0,0,0,0
EDOMEX - ECATEPEC,852EC085,2025-07-31,0.4040230263333333,0.9845491364999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8870645145951954,0.37520990722757097,0.5147405841088306,0.6864482086799357,0,0.4589283133563268,0,0,,18000.0,17721.884456999996,87.04,191.0755430000035,278.1155430000035,0.006,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-01,2025-07-31,99,3969.0127,1868.4,11.918957057057058,5.610810810810811,137.78140000000002,537.6,7,589.2467,1868.4000000000003,22,2480.5357,1868.4,64,3969.0127,1868.4,99,330.7510583333333,155.7,709.65,1161.1,base,,0.5322387087571172,2,0.94876189537928,0.185306610279179,0.14257976474647696,0.0,8.361488416229985,0,0,0,0
EDOMEX - TLANEPANTLA,867004J,2025-07-23,0.4797505788333333,1.044455696166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36957138818072877,0.4538048309700557,0.7396689640971921,0.7825424907855503,0,0.6253233108463375,0,0,,18000.0,18800.202531000003,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-12,2025-07-23,225,8394.3135,0.0,26.818892971246008,0.0,79.0884,0.0,3,1717.6385,0.0,48,4923.5885,0.0,128,8394.3135,0.0,225,763.1194090909091,0.0,1126.2,0.0,base,,0.22174283290843724,2,0.8501783244751246,0.2662808270749891,0.17244583576862116,0.0,28.37405818388073,0,0,0,0
EDOMEX - TLANEPANTLA,88107,2023-09-25,0.0498306266666666,0.0498306266666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7866532209093825,0.371039942593387,0.6635797639032713,0.6940239276967908,0,0.5465638353793176,0,0,,18000.0,896.95128,14327.16,2775.888719999999,17103.04872,0.361,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-09-24,2023-09-25,2,77.928,0.0,77.928,0.0,77.928,0.0,2,77.928,0.0,2,77.928,0.0,2,77.928,0.0,2,77.928,0.0,77.928,0.0,base,,0.4719919325456295,0,0.8532591274075154,0.23888871500517767,0.14099517818548707,0.0,7.325778533707902,0,0,0,0
EDOMEX - ECATEPEC,8E9003481,2025-04-14,0.4815626166666666,0.955610425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4306970641992324,0.7041644161576809,0.2796389928895946,0.802435901510826,0,0.44944916219682907,0,0,,18000.0,17200.98765,306.94,492.0723500000009,799.0123500000009,0.017,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2025-01-16,2025-04-14,194,3705.969,0.0,42.597344827586205,0.0,1200.7949999999998,0.0,58,3705.969,0.0,194,3705.969,0.0,194,3705.969,0.0,194,1235.323,0.0,1379.32,0.0,base,,0.25841823851953943,0,0.9466420284855724,0.10067003744025405,0.26758247813991876,0.0,8.039932557923994,0,0,0,0
EDOMEX - ECATEPEC,902246,2024-11-23,0.5637818583333333,1.2070588244444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5697156358436722,0.6867882559269567,0.10002891910130107,0.7906245602727693,0,0.3347326538315633,0,0,,18000.0,21727.05884,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-10-11,2024-11-23,57,1631.524,0.0,38.84580952380952,0.0,1241.6139999999998,0.0,42,1631.524,0.0,57,1631.524,0.0,57,1631.524,0.0,57,815.762,0.0,983.554,0.0,base,,0.34182938150620334,0,0.9077703136563704,0.036010410876468384,0.26097953725224354,0.0,25.87504617651252,0,0,0,0
EDOMEX - ECATEPEC,9026746,2025-07-31,0.2298379416666666,0.5118916981666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5008666889426633,0.5853340480505175,0.4837244605536537,0.7699096686538544,0,0.5243682955523992,0,0,,18000.0,9214.050566999998,3208.15,5577.799433000002,8785.949433000002,0.185,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-05-19,2025-07-31,93,1983.7265,0.0,27.55175694444445,0.0,575.6166999999999,0.0,27,1983.7265,0.0,93,1983.7265,0.0,93,1983.7265,0.0,93,661.2421666666667,0.0,985.7532,0.0,base,,0.30052001336559797,1,0.9675259328897172,0.17414080579931532,0.22242693825919663,0.0,26.492399772172742,0,0,0,0
EDOMEX - ECATEPEC,906068,2025-07-31,0.3995931585555555,0.8632268668888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1710541836718721,0.9703350621290375,0.7990269419853682,0.7837264160734647,0,0.867550190042836,0,0,,18000.0,15538.083604,1731.57,730.3463960000006,2461.9163960000005,0.052,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-10-26,2025-07-31,170,4133.316400000001,0.0,14.868044604316548,0.0,294.5294,0.0,11,294.5294,0.0,11,2316.6204000000007,0.0,91,4133.316400000001,0.0,170,413.3316400000001,0.0,1111.19,0.0,base,,0.10263251020312326,0,0.8742221573280766,0.28764969911473254,0.36872732360903426,0.0,19.576775234407744,0,0,0,0
EDOMEX - ECATEPEC,906301,2025-04-04,0.4320598388888889,1.5738320305555558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5975133118210351,0.5417127502595727,0.36262718142915823,0.7637693902524765,0,0.43426140896132404,0,0,,18000.0,28328.976550000003,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-11-24,2025-04-04,258,8858.579999999998,0.0,67.62274809160304,0.0,957.37,0.0,31,7672.686,0.0,223,8858.579999999998,0.0,258,8858.579999999998,0.0,258,1771.716,0.0,4044.688,0.0,base,,0.358507987092621,0,0.8519357679673208,0.13054578531449695,0.2058508450986376,0.0,31.736172707408763,0,0,0,0
EDOMEX - TLANEPANTLA,91171,2024-08-06,0.2793094622222222,0.4597242361111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272960824896315,0.8121799739075436,0.796414347793563,0.657631859729761,0,0.8027205982391552,0,0,,18000.0,8275.03625,6765.21,2959.7537500000008,9724.96375,0.205,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-10-02,2024-08-06,22,715.4750000000001,0.0,2.3229707792207797,0.0,39.919,0.0,1,39.919,0.0,1,39.919,0.0,1,715.4750000000001,0.0,22,65.04318181818181,0.0,474.48,0.0,base,,0.4363776494937789,0,0.9043315290159197,0.2867091652056827,0.3086283900848666,0.0,21.656411314156014,0,0,0,0
EDOMEX - TLANEPANTLA,9312JES,2025-07-31,0.1383149786666666,0.2849148947777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29758095434812015,0.703082601758687,0.6739793662983469,0.7884806293164733,0,0.6856206604824829,0,0,,18000.0,5128.468106,9475.98,3395.551894,12871.531894,0.272,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-10-03,2025-07-31,319,3439.3162,0.0,5.156396101949026,0.0,319.3102,0.0,26,480.1226,0.0,44,652.3441999999999,0.0,57,652.3441999999999,0.0,57,149.53548695652174,0.0,427.137,0.0,base,,0.17854857260887208,0,0.9530489746030428,0.24263257186740486,0.26717138866830104,0.0,30.23930489755846,0,0,0,0
