placa,plaza,first_record_date,last_record_date,records_total,litros_total,recaudo_total,avg_daily_litros,avg_daily_recaudo,litros_30d,recaudo_30d,records_30d,litros_90d,recaudo_90d,records_90d,litros_180d,recaudo_180d,records_180d,litros_365d,recaudo_365d,records_365d,avg_30d_litros,avg_30d_recaudo,max_30d_litros,max_30d_recaudo
A05072E,Estado de M̩xico,2025-05-30,2025-07-31,44,2041.3291,0.0,33.46441147540983,0.0,1287.9789999999998,0.0,26,2041.3291,0.0,44,2041.3291,0.0,44,2041.3291,0.0,44,680.4430333333333,0.0,1305.6696,0.0
A05109A,AGUASCALIENTES,2020-03-03,2025-07-31,652,22908.0605,0.0,11.599017974683544,0.0,273.80629999999996,0.0,7,820.4604,0.0,22,1260.6805,0.0,33,1260.6805,0.0,33,347.09182575757575,0.0,959.5,0.0
A05113A,Aguascalientes,2024-08-04,2025-07-31,371,11121.7876,0.0,30.808275900277007,0.0,867.5587999999999,0.0,33,2723.2606,0.0,105,5442.3166,0.0,200,11121.7876,0.0,371,855.5221230769231,0.0,1095.5476,0.0
A05115A,AGUASCALIENTES,2019-10-07,2025-07-31,1029,30037.0023,2472.0,14.148376024493642,1.1643900141309467,689.5530000000001,0.0,18,2139.5017,0.0,57,3746.9003000000002,0.0,101,6475.4723,0.0,182,423.0563704225352,34.816901408450704,990.23,182.0
A05128A,Aguascalientes,2024-12-16,2025-07-31,130,5307.2606,0.0,23.483453982300883,0.0,819.8154999999999,0.0,17,2369.6418000000003,0.0,58,5002.8625999999995,0.0,121,5307.2606,0.0,130,663.407575,0.0,1070.725,0.0
A05142A,AGUASCALIENTES,2020-01-06,2025-07-31,590,20281.5201,0.0,9.981063041338583,0.0,783.4453000000001,0.0,20,2297.901799999999,0.0,61,2854.2900999999997,0.0,76,2854.2900999999997,0.0,76,298.2576485294117,0.0,822.583,0.0
A05151A,Aguascalientes,2024-07-31,2025-07-31,612,15317.2532,0.0,41.96507726027397,0.0,1513.9996,0.0,57,4207.302900000001,0.0,160,7253.269200000001,0.0,287,15269.6052,0.0,610,1178.2502461538463,0.0,1519.0189,0.0
A05155A,Aguascalientes,2024-09-04,2025-07-31,381,10633.3769,0.0,32.32029452887538,0.0,901.4095,0.0,37,2934.2274999999995,0.0,126,5954.2179,0.0,242,10633.3769,0.0,381,886.1147416666668,0.0,1136.7625,0.0
A05157A,Aguascalientes,2024-10-18,2025-07-31,236,6499.0536999999995,31520.0,22.803697192982455,110.59649122807018,670.7612999999999,3353.8500000000004,24,1987.6532,9938.4,73,4038.1177,20192.2,147,6499.0536999999995,31520.0,236,649.9053700000002,3152.0,793.254,3693.1
A05159A,AGUASCALIENTES,2019-01-02,2025-07-31,1841,52240.1272,0.0,21.75765397750937,0.0,766.7782000000002,0.0,27,766.7782000000002,0.0,27,766.7782000000002,0.0,27,780.5972000000002,0.0,28,644.9398419753086,0.0,1289.07,0.0
A05160A,AGUASCALIENTES,2021-04-23,2025-05-31,854,26622.6877,0.0,17.772154672897194,0.0,1282.291,0.0,43,3631.2767000000003,0.0,104,6556.1287,0.0,176,8160.6177,0.0,232,532.453754,0.0,1489.68,0.0
A05163A,AGUASCALIENTES,2020-08-26,2025-07-03,1788,37169.88680000001,0.0,20.988078373800118,0.0,1108.4023000000002,0.0,44,3174.4258,0.0,145,6351.147800000001,0.0,288,10510.036800000002,0.0,416,619.4981133333334,0.0,1125.46,0.0
A05164A,AGUASCALIENTES,2019-09-20,2025-07-31,821,22846.4021,2019.73,10.670902428771601,0.9433582438113032,1320.4794,0.0,40,3913.0986000000003,0.0,125,6184.6021,0.0,200,6184.6021,0.0,200,317.3111402777778,28.051805555555557,1357.5068,229.77
A05165A,AGUASCALIENTES,2020-08-14,2025-07-31,1434,33328.1648,5481.910000000001,18.393026931567327,3.025336644591612,833.36,0.0,34,2784.6,0.0,113,5896.8608,1813.81,255,11904.434799999999,5481.91,517,546.3633573770492,89.86737704918032,1135.47,3728.1
A05166A,AGUASCALIENTES,2019-12-07,2025-07-31,375,10900.498899999999,0.0,5.2838094522539985,0.0,1030.8571,0.0,40,3132.2023,0.0,120,4428.8799,0.0,173,4453.3589,0.0,174,157.97824492753625,0.0,1473.86,0.0
A05169A,AGUASCALIENTES,2019-01-02,2025-07-31,1751,52635.4038,0.0,21.92228396501458,0.0,991.8455,0.0,35,3290.1276000000003,0.0,110,6671.8418,0.0,223,7198.183800000001,0.0,242,649.8198,0.0,1334.63,0.0
A05175A,AGUASCALIENTES,2020-10-31,2025-07-26,735,28446.386,1662.0,16.45250780798149,0.9612492770387507,80.52969999999999,0.0,2,110.8192,0.0,3,1681.6729999999998,0.0,48,4856.596,0.0,134,490.45493103448274,28.655172413793103,1413.48,264.0
A05176A,Aguascalientes,2020-10-30,2025-07-31,635,17288.9859,0.0,9.964833371757924,0.0,1196.6907999999999,0.0,56,3515.3441,0.0,174,7125.4699,0.0,362,7925.9859000000015,0.0,399,298.0859637931034,0.0,1285.319,0.0
A05177A,Aguascalientes,2022-08-29,2025-07-28,303,9933.09,0.0,9.33561090225564,0.0,1074.8939,0.0,29,2365.5731,0.0,69,4895.101000000001,0.0,139,7441.09,0.0,220,275.9191666666667,0.0,982.5596,0.0
A05188A,AGUASCALIENTES,2019-01-13,2025-07-31,2836,56603.2184,0.0,23.673449769970723,0.0,1332.4848,0.0,59,4611.462500000001,0.0,199,8214.1044,0.0,342,14025.3984,0.0,609,707.54023,0.0,1688.3954,0.0
A05197A,AGUASCALIENTES,2019-01-02,2025-07-31,1729,51735.8595,0.0,21.538659242298085,0.0,1266.6526000000001,0.0,46,3671.4809999999998,0.0,133,6825.0375,0.0,226,11074.5295,0.0,370,638.7143148148148,0.0,1330.8649,0.0
A05206A,Aguascalientes,2024-08-31,2025-07-31,650,10767.5687,0.0,32.238229640718565,0.0,824.7864,0.0,53,2681.6411,0.0,169,5608.956700000001,0.0,334,10767.5687,0.0,650,897.2973916666668,0.0,1140.739,0.0
A05207A,AGUASCALIENTES,2021-09-21,2025-07-31,1159,26716.769200000002,0.0,18.974978125000003,0.0,1018.4231000000001,0.0,49,3018.9039000000002,0.0,140,5921.209200000001,0.0,270,10061.459200000001,0.0,450,568.4418978723405,0.0,1228.32,0.0
A05211A,Aguascalientes,2024-11-15,2025-07-31,385,10121.8244,0.0,39.384530739299606,0.0,1180.8328999999999,0.0,43,3623.9438,0.0,135,7334.062400000001,0.0,298,10121.8244,0.0,385,1124.6471555555554,0.0,1355.916,0.0
A05214A,AGUASCALIENTES,2020-12-18,2025-07-31,985,31614.958599999998,0.0,18.75145824436536,0.0,1039.4736,0.0,32,3310.8105,0.0,99,6717.3186000000005,0.0,202,8800.0586,0.0,262,554.648396491228,0.0,1235.877,0.0
A05219A,Aguascalientes,2024-09-19,2025-07-31,457,12108.841799999998,119353.04,38.44076761904761,378.89853968253965,1337.0326,13370.499999999998,51,3864.7683,38648.2,151,6172.3788,65121.54,241,12108.841799999998,119353.04,457,1100.8038,10850.276363636365,1375.917,15088.44
A05220A,AGUASCALIENTES,2020-10-16,2025-07-31,1202,30847.6247,5633.639999999999,17.647382551487414,3.222906178489702,864.6135000000002,0.0,44,2601.9854,0.0,128,4020.5527,1571.96,174,7910.1147,5633.639999999999,313,522.8410966101695,95.48542372881356,1245.99,3068.53
A05225A,Aguascalientes,2024-11-12,2025-07-31,363,9117.515899999999,0.0,34.93301111111111,0.0,908.2279000000001,0.0,42,3185.8810999999996,0.0,134,6596.2789,0.0,282,9117.515899999999,0.0,363,1013.0573222222224,0.0,1457.347,0.0
A05226A,Aguascalientes,2024-11-26,2025-07-31,278,7177.2432,0.0,29.057664777327936,0.0,904.4209000000001,0.0,42,3407.0189,0.0,147,5569.2872,0.0,224,7177.2432,0.0,278,797.4714666666667,0.0,1193.1279,0.0
A05228A,Aguascalientes,2024-10-11,2025-07-31,501,10571.098399999999,0.0,36.07883412969283,0.0,1140.3324,0.0,57,3344.3442999999997,0.0,164,6556.760399999999,0.0,320,10571.098399999999,0.0,501,1057.10984,0.0,1138.338,0.0
A05229A,Aguascalientes,2020-08-02,2025-07-31,174,6826.1251,0.0,3.7423931469298246,0.0,990.5417000000001,0.0,27,3205.7436,0.0,80,4905.4451,0.0,122,4905.4451,0.0,122,111.90369016393443,0.0,1184.3015,0.0
A05234A,AGUASCALIENTES,2020-08-28,2025-07-31,2352,39104.7247,0.0,21.74901262513904,0.0,1315.6721999999997,0.0,77,3931.0119000000004,0.0,231,7767.5097,0.0,466,9735.434699999998,0.0,581,651.7454116666668,0.0,1352.8585,0.0
A05238A,AGUASCALIENTES,2021-02-28,2025-05-27,870,23912.2258,0.0,15.437201936733377,0.0,1169.589,0.0,51,1735.3267999999998,0.0,77,1745.0758,0.0,78,1745.0758,0.0,78,459.85049615384617,0.0,1193.49,0.0
A05247A,AGUASCALIENTES,2019-01-02,2025-07-31,1583,53225.5915,0.0,22.158864071606995,0.0,339.6115,0.0,12,339.6115,0.0,12,339.6115,0.0,12,339.6115,0.0,12,657.1060679012345,0.0,1252.55,0.0
A05253A,Aguascalientes,2025-03-31,2025-07-31,100,2154.3567,14836.430000000002,17.80460082644628,122.61512396694216,513.0606,3590.7200000000007,22,1645.7174999999997,11518.010000000002,80,2154.3567,14836.430000000002,100,2154.3567,14836.430000000002,100,430.87134000000003,2967.2860000000005,601.2767,4208.47
A05255A,Aguascalientes,2025-05-16,2025-07-31,124,3030.5437,0.0,39.875575000000005,0.0,1181.283,0.0,50,3030.5437,0.0,124,3030.5437,0.0,124,3030.5437,0.0,124,1010.1812333333334,0.0,1226.8969,0.0
A05258A,Aguascalientes,2025-02-08,2025-07-31,304,6776.1218,0.0,39.168334104046245,0.0,1223.0214999999998,0.0,54,3584.1066,0.0,161,6776.1218,0.0,304,6776.1218,0.0,304,1129.3536333333334,0.0,1228.83,0.0
A05274A,Aguascalientes,2025-04-10,2025-07-31,183,4076.4492999999998,0.0,36.396868749999996,0.0,1217.6377,0.0,56,3319.1199,0.0,146,4076.4492999999998,0.0,183,4076.4492999999998,0.0,183,1019.112325,0.0,1125.2121,0.0
A05278A,AGUASCALIENTES,2019-01-18,2025-07-29,676,22367.3586,27352.19,9.386218464120855,11.478048678136801,938.1854000000001,9849.84,27,2143.7085999999995,22107.19,69,2143.7085999999995,22107.19,69,2143.7085999999995,22107.19,69,279.5919825,341.902375,1039.11,10720.48
A05286A,Aguascalientes,2025-06-22,2025-07-25,52,1217.4731,0.0,36.89312424242424,0.0,1087.5747000000001,0.0,48,1217.4731,0.0,52,1217.4731,0.0,52,1217.4731,0.0,52,608.73655,0.0,1058.1893,0.0
A0528N,Estado de M̩xico,2024-01-23,2025-07-30,277,4089.7111999999997,25874.49,7.3954994575045205,46.789312839059676,263.3687,1870.01,19,767.6949000000002,5450.85,55,1646.9171999999999,11286.39,116,2840.0552,18476.22,190,215.24795789473683,1361.815263157895,312.633,2120.9
A05290A,Aguascalientes,2025-06-17,2025-07-31,80,1510.0719000000001,0.0,34.31981590909091,0.0,1048.4578999999999,0.0,56,1510.0719000000001,0.0,80,1510.0719000000001,0.0,80,1510.0719000000001,0.0,80,755.03595,0.0,1001.6931,0.0
A05292A,AGUASCALIENTES,2019-01-02,2025-07-31,2072,58753.4598,0.0,24.460224729392174,0.0,1167.1173999999999,0.0,42,1447.8998,0.0,54,1447.8998,0.0,54,1447.8998,0.0,54,725.3513555555555,0.0,1371.0,0.0
A05296A,Aguascalientes,2025-07-18,2025-07-31,13,538.4253,0.0,41.417330769230766,0.0,538.4253,0.0,13,538.4253,0.0,13,538.4253,0.0,13,538.4253,0.0,13,538.4253,0.0,538.4253,0.0
A05354A,Aguascalientes,2024-12-23,2025-07-31,219,6764.9463,0.0,30.890165753424657,0.0,988.0591000000003,0.0,30,2855.7372,0.0,88,5577.8883,0.0,179,6764.9463,0.0,219,845.6182875,0.0,996.0984,0.0
A05355A,Aguascalientes,2025-05-15,2025-07-31,75,2125.0999000000006,21250.899999999998,27.961840789473694,279.61710526315784,835.0893000000001,8351.0,28,2125.0999000000006,21250.899999999998,75,2125.0999000000006,21250.899999999998,75,2125.0999000000006,21250.899999999998,75,708.3666333333334,7083.633333333334,832.0206000000001,8320.2
A05356A,Aguascalientes,2025-01-16,2025-07-31,268,5864.5496,78815.69,30.074613333333335,404.18302564102567,771.4528,10367.220000000001,31,2661.6136,35765.68,109,5266.7006,70779.22,248,5864.5496,78815.69,268,837.7928,11259.384285714288,1087.0842,14607.22
A05366E,Estado de M̩xico,2024-08-29,2025-07-31,424,10495.705699999999,0.0,31.237219345238092,0.0,939.4581999999999,0.0,37,3244.9947,0.0,135,5934.421700000001,0.0,246,10495.705699999999,0.0,424,874.6421416666667,0.0,1203.3461,0.0
A0537H,Estado de M̩xico,2023-10-22,2024-11-18,49,687.069,212.72000000000003,1.748267175572519,0.5412722646310433,47.688,207.48000000000002,3,78.947,207.48000000000002,5,161.975,207.48000000000002,11,538.741,211.24,39,49.07635714285715,15.194285714285714,160.68,104.84
A05408A,Aguascalientes,2025-01-02,2025-07-31,161,5463.5795,47507.899999999994,26.017045238095236,226.22809523809522,912.4709,2495.1000000000004,25,2494.5580999999997,18315.9,73,4648.3195000000005,39856.9,138,5463.5795,47507.899999999994,161,682.9474375,5938.487499999999,881.2715000000001,8209.8
A05409A,Aguascalientes,2025-01-02,2025-07-31,97,3883.3990000000003,30563.8,18.580856459330146,146.2382775119617,965.1918000000001,5204.7,24,2251.4215000000004,18067.1,54,2920.9180000000006,24763.5,74,3883.3990000000003,30563.8,97,485.424875,3820.475,962.481,8176.2
A05410A,Aguascalientes,2025-01-06,2025-07-31,144,6764.1632,58689.50000000001,32.99591804878049,286.29024390243904,1191.5219000000002,2958.0,25,3038.1404999999995,21424.300000000003,64,6171.823200000001,52765.399999999994,128,6764.1632,58689.50000000001,144,966.3090285714285,8384.214285714286,1113.7336,11137.4
A05432A,AGUASCALIENTES,2019-01-01,2025-07-30,1641,47804.66559999999,306.0,19.910314702207412,0.12744689712619742,416.33729999999997,0.0,10,579.9656,0.0,14,579.9656,0.0,14,579.9656,0.0,14,590.1810567901234,3.7777777777777777,1193.28,234.0
A05501A,Aguascalientes,2025-03-04,2025-07-31,309,6727.3423,0.0,45.14994832214765,0.0,1261.0840999999998,0.0,52,4208.0075,0.0,184,6727.3423,0.0,309,6727.3423,0.0,309,1345.4684599999998,0.0,1519.0471,0.0
A05502A,Aguascalientes,2025-03-12,2025-07-31,189,6030.0545,0.0,42.76634397163121,0.0,1384.1642,0.0,39,4074.2029,0.0,124,6030.0545,0.0,189,6030.0545,0.0,189,1206.0109,0.0,1384.7849,0.0
A05503A,Aguascalientes,2025-03-18,2025-07-31,139,4160.7914,0.0,30.820677037037036,0.0,885.1414,0.0,29,2624.8803000000003,0.0,85,4160.7914,0.0,139,4160.7914,0.0,139,832.15828,0.0,1195.127,0.0
A05504A,Aguascalientes,2025-03-29,2025-07-31,136,4530.7011999999995,0.0,36.5379129032258,0.0,1018.8992,0.0,29,3250.3233999999998,0.0,96,4530.7011999999995,0.0,136,4530.7011999999995,0.0,136,906.1402400000001,0.0,1143.5658,0.0
A05505A,Aguascalientes,2025-05-23,2025-07-31,70,2156.8326,0.0,31.258443478260872,0.0,908.9183,0.0,31,2156.8326,0.0,70,2156.8326,0.0,70,2156.8326,0.0,70,718.9442,0.0,971.168,0.0
A05506A,Aguascalientes,2025-06-02,2025-07-31,47,1716.3134999999997,8559.679999999998,29.591612068965514,147.5806896551724,778.9735000000002,8179.260000000001,21,1716.3134999999997,8559.679999999998,47,1716.3134999999997,8559.679999999998,47,1716.3134999999997,8559.679999999998,47,858.15675,4279.84,963.0398,7909.41
A05507A,Aguascalientes,2025-06-19,2025-07-31,63,1873.8476000000003,0.0,44.615419047619056,0.0,1282.9199,0.0,46,1873.8476000000003,0.0,63,1873.8476000000003,0.0,63,1873.8476000000003,0.0,63,936.9237999999999,0.0,1384.3138,0.0
A05508A,Aguascalientes,2025-06-20,2025-07-31,47,1328.7948,0.0,32.40962926829268,0.0,961.0592,0.0,33,1328.7948,0.0,47,1328.7948,0.0,47,1328.7948,0.0,47,664.3974000000001,0.0,930.0992,0.0
A05509A,Aguascalientes,2025-07-29,2025-07-31,3,131.0987,0.0,65.54935,0.0,131.0987,0.0,3,131.0987,0.0,3,131.0987,0.0,3,131.0987,0.0,3,131.0987,0.0,131.0987,0.0
A0576E,Estado de M̩xico,2024-02-23,2025-07-31,405,5909.6684,37588.58,11.299557170172083,71.8710898661568,327.54049999999995,2034.11,22,999.886,6404.5199999999995,67,2000.0154000000002,12621.73,138,4058.9284000000002,26010.25,278,328.3149111111111,2088.2544444444447,386.496,2513.09
A0582H,Estado de M̩xico,2024-11-03,2024-11-03,1,8.799,0.0,8.799,0.0,8.799,0.0,1,8.799,0.0,1,8.799,0.0,1,8.799,0.0,1,8.799,0.0,8.799,0.0
A0604A,Estado de M̩xico,2023-10-19,2024-05-21,13,152.68699999999998,0.0,0.7134906542056074,0.0,36.947,0.0,3,97.75200000000001,0.0,8,125.17999999999999,0.0,10,152.68699999999998,0.0,13,19.085874999999998,0.0,66.565,0.0
A0623N,Estado de M̩xico,2024-07-25,2025-07-31,46,661.3470999999998,0.0,1.782606738544474,0.0,135.42700000000002,0.0,9,502.67569999999995,0.0,34,613.9001,0.0,43,646.7880999999999,0.0,45,50.87285384615385,0.0,213.9042,0.0
A064,Estado de M̩xico,2024-09-04,2024-09-04,1,41.039,0.0,41.039,0.0,41.039,0.0,1,41.039,0.0,1,41.039,0.0,1,41.039,0.0,1,41.039,0.0,41.039,0.0
A0646E,Estado de M̩xico,2023-09-13,2025-07-31,674,6830.9143,89.9,9.943106695778749,0.13085880640465794,312.4888,0.0,33,883.1155,2.35,92,1627.4513000000002,6.85,171,3356.7373,11.2,345,296.99627391304347,3.9086956521739125,394.169,67.4
A0682K,Estado de M̩xico,2023-11-23,2024-03-06,48,767.805,3162.31,7.454417475728155,30.702038834951455,183.77800000000002,682.96,12,664.8259999999999,2772.56,42,767.805,3162.31,48,767.805,3162.31,48,191.95125000000002,790.5775,251.019,1056.33
A0689J,Estado de M̩xico,2023-10-05,2025-07-31,481,6549.374599999999,0.0,9.848683609022554,0.0,402.30929999999995,0.0,28,1158.6058,0.0,82,2110.4106,0.0,155,3926.2766,0.0,287,284.7554173913044,0.0,417.326,0.0
A0748J,Estado de M̩xico,2024-01-05,2025-07-18,163,2253.3008,422.87,4.023751428571429,0.755125,137.7756,0.0,10,485.4228,0.0,37,987.4377999999999,5.39,73,1872.6517999999999,89.04,135,118.59477894736844,22.256315789473685,260.685,333.83000000000004
A0772M,Estado de M̩xico,2023-10-10,2024-09-14,7,91.356,0.0,0.2694867256637168,0.0,14.979,0.0,1,14.979,0.0,1,46.667,0.0,3,91.356,0.0,7,7.6129999999999995,0.0,29.169,0.0
A0776D,Estado de M̩xico,2024-07-28,2025-06-27,88,906.7702,82.33,2.7148808383233534,0.24649700598802396,166.10750000000002,0.0,16,452.8711999999999,0.0,46,896.1512000000001,82.33,87,906.7702,82.33,88,75.56418333333335,6.860833333333333,205.582,80.02
A0802E,Estado de M̩xico,2024-12-28,2025-07-02,87,1120.0883999999999,0.0,6.02198064516129,0.0,222.8633,0.0,16,435.3314,0.0,33,1090.3514,0.0,84,1120.0883999999999,0.0,87,160.01262857142856,0.0,238.779,0.0
A0813B,Estado de M̩xico,2023-12-01,2024-08-04,10,150.841,397.56999999999994,0.6106923076923078,1.6095951417004046,82.245,211.12,6,101.124,211.12,7,101.124,211.12,7,150.841,397.56999999999994,10,16.76011111111111,44.17444444444444,52.278,196.07999999999998
A0814M,Estado de M̩xico,2024-01-26,2025-01-16,2,12.748000000000001,0.0,0.03590985915492958,0.0,2.159,0.0,1,2.159,0.0,1,2.159,0.0,1,12.748000000000001,0.0,2,1.0623333333333334,0.0,10.589,0.0
A0855A,Estado de M̩xico,2023-11-03,2024-12-22,292,4049.3360000000002,17368.93,9.757436144578314,41.852843373493975,247.41299999999998,1215.2699999999998,23,733.842,2895.71,53,1624.137,6913.36,110,3540.2709999999997,15309.409999999998,255,289.23828571428567,1240.6378571428572,435.998,2158.52
A0858A,Estado de M̩xico,2024-08-22,2024-08-22,1,3.269,0.0,3.269,0.0,3.269,0.0,1,3.269,0.0,1,3.269,0.0,1,3.269,0.0,1,3.269,0.0,3.269,0.0
A0921D,Estado de M̩xico,2024-04-16,2025-06-19,72,541.3432,1985.0700000000002,1.2648205607476637,4.638014018691589,33.487,125.6,6,63.7052,238.92000000000002,9,170.57219999999998,639.89,27,507.8672,1859.5200000000002,68,36.08954666666667,132.338,151.586,568.5
A0945H,Estado de M̩xico,2023-11-09,2023-11-09,1,11.119,0.0,11.119,0.0,11.119,0.0,1,11.119,0.0,1,11.119,0.0,1,11.119,0.0,1,11.119,0.0,11.119,0.0
A1016L,Estado de M̩xico,2024-09-17,2024-11-18,2,28.482999999999997,0.0,0.46693442622950815,0.0,15.139,0.0,1,28.482999999999997,0.0,2,28.482999999999997,0.0,2,28.482999999999997,0.0,2,9.494333333333332,0.0,15.139,0.0
A1022C,Estado de M̩xico,2025-07-12,2025-07-15,3,23.352899999999998,0.0,7.784299999999999,0.0,23.352899999999998,0.0,3,23.352899999999998,0.0,3,23.352899999999998,0.0,3,23.352899999999998,0.0,3,23.352899999999998,0.0,23.352899999999998,0.0
A1024C,Estado de M̩xico,2025-06-23,2025-07-31,27,322.9692,0.0,8.728897297297298,0.0,242.84239999999997,0.0,20,322.9692,0.0,27,322.9692,0.0,27,322.9692,0.0,27,161.4846,0.0,264.121,0.0
A1113L,Estado de M̩xico,2023-11-26,2024-03-11,8,91.36699999999999,280.28,0.8619528301886792,2.6441509433962262,46.519999999999996,224.35000000000002,4,63.939,280.28000000000003,6,91.36699999999999,280.28,8,91.36699999999999,280.28,8,22.84175,70.07000000000001,46.519999999999996,224.35000000000002
A1118K,Estado de M̩xico,2025-04-14,2025-04-14,1,13.939,0.0,13.939,0.0,13.939,0.0,1,13.939,0.0,1,13.939,0.0,1,13.939,0.0,1,13.939,0.0,13.939,0.0
A1123C,Estado de M̩xico,2025-05-02,2025-05-20,2,21.9991,0.0,1.294064705882353,0.0,21.9991,0.0,2,21.9991,0.0,2,21.9991,0.0,2,21.9991,0.0,2,21.9991,0.0,21.9991,0.0
A114JLB,Estado de M̩xico,2023-09-26,2025-07-26,316,4544.3195,20601.420000000002,6.802873502994012,30.84044910179641,138.1242,0.0,12,318.4895,0.0,25,502.95849999999996,0.0,38,1991.2115000000001,4159.49,141,197.57910869565217,895.7139130434782,347.687,2261.38
A1155G,Estado de M̩xico,2025-02-14,2025-07-31,130,1660.1476,0.0,10.000889156626506,0.0,299.91659999999996,0.0,28,888.7455,0.0,77,1660.1476,0.0,130,1660.1476,0.0,130,276.6912666666667,0.0,315.479,0.0
A1178C,Estado de M̩xico,2025-07-30,2025-07-30,1,11.4696,0.0,11.4696,0.0,11.4696,0.0,1,11.4696,0.0,1,11.4696,0.0,1,11.4696,0.0,1,11.4696,0.0,11.4696,0.0
A1185K,Estado de M̩xico,2024-11-16,2025-07-19,7,76.6655,0.0,0.3129204081632653,0.0,10.7798,0.0,1,40.2785,0.0,4,55.77750000000001,0.0,5,76.6655,0.0,7,8.518388888888888,0.0,23.2593,0.0
A1291M,Estado de M̩xico,2024-09-27,2025-04-01,6,94.014,0.0,0.5081837837837838,0.0,15.969,0.0,1,15.969,0.0,1,65.086,0.0,4,94.014,0.0,6,13.430571428571426,0.0,43.207,0.0
A1297B,Estado de M̩xico,2024-02-16,2024-08-10,2,25.458,0.0,0.14464772727272726,0.0,10.029,0.0,1,10.029,0.0,1,25.458,0.0,2,25.458,0.0,2,4.242999999999999,0.0,15.429,0.0
A1343H,Estado de M̩xico,2024-03-27,2024-10-03,39,567.955,0.0,3.0050529100529104,0.0,74.376,0.0,5,250.212,0.0,18,521.5469999999999,0.0,36,567.955,0.0,39,81.13642857142858,0.0,141.936,0.0
A1343HA,Estado de M̩xico,2025-02-23,2025-02-23,1,13.479,67.4,13.479,67.4,13.479,67.4,1,13.479,67.4,1,13.479,67.4,1,13.479,67.4,1,13.479,67.4,13.479,67.4
A13857,Estado de M̩xico,2023-09-13,2024-09-07,268,3434.305,2624.45,9.539736111111111,7.2901388888888885,304.586,0.0,23,885.0729999999999,0.0,67,1816.899,667.54,136,3434.305,2624.45,268,264.1773076923077,201.8807692307692,344.97700000000003,745.88
A145AA,AGUASCALIENTES,2019-11-01,2020-02-11,125,1038.2700000000002,672.0,10.179117647058826,6.588235294117647,396.3,270.0,46,728.63,528.0,89,1038.2700000000002,672.0,125,1038.2700000000002,672.0,125,259.5675,168.0,516.23,318.0
A1506D,Estado de M̩xico,2023-11-17,2025-07-27,113,1421.897,0.0,2.3045332252836306,0.0,78.94739999999999,0.0,7,273.473,0.0,22,465.914,0.0,38,853.847,0.0,67,67.70938095238094,0.0,110.285,0.0
A154JMF,Estado de M̩xico,2023-10-03,2025-07-31,168,2124.5328,0.0,3.189989189189189,0.0,373.355,0.0,32,1022.2431999999999,0.0,85,1476.1857999999997,0.0,120,1584.4518000000003,0.0,129,92.37099130434783,0.0,362.446,0.0
A1656L,Estado de M̩xico,2023-10-05,2024-03-09,5,70.089,245.45,0.4492884615384615,1.5733974358974359,28.5,99.81,2,28.5,99.81,2,70.089,245.45,5,70.089,245.45,5,11.6815,40.90833333333333,25.929,90.78999999999999
A1669G,Estado de M̩xico,2024-02-08,2024-02-11,2,20.598,92.69999999999999,10.299,46.349999999999994,20.598,92.69999999999999,2,20.598,92.69999999999999,2,20.598,92.69999999999999,2,20.598,92.69999999999999,2,20.598,92.69999999999999,20.598,92.69999999999999
A1693J,Estado de M̩xico,2023-12-30,2023-12-30,1,14.899,0.0,14.899,0.0,14.899,0.0,1,14.899,0.0,1,14.899,0.0,1,14.899,0.0,1,14.899,0.0,14.899,0.0
A1724E,Estado de M̩xico,2025-06-06,2025-06-06,1,12.0092,0.0,12.0092,0.0,12.0092,0.0,1,12.0092,0.0,1,12.0092,0.0,1,12.0092,0.0,1,12.0092,0.0,12.0092,0.0
A1725K,Estado de M̩xico,2024-07-24,2024-10-10,5,54.507,0.0,0.6988076923076922,0.0,47.228,0.0,4,54.507,0.0,5,54.507,0.0,5,54.507,0.0,5,18.169,0.0,25.079,0.0
A1776H,Estado de M̩xico,2024-07-15,2025-07-31,71,1024.5675,0.0,2.689153543307087,0.0,429.15740000000005,0.0,29,873.0566,0.0,61,918.8344999999999,0.0,64,1014.6185,0.0,70,78.81288461538462,0.0,339.1526,0.0
A177JMK,Estado de M̩xico,2024-11-02,2025-07-08,12,154.61,104.75,0.6259514170040487,0.4240890688259109,16.7289,0.0,2,99.684,0.0,8,116.213,0.0,9,154.61,104.75,12,17.178888888888892,11.63888888888889,53.066,104.75
A1805G,Estado de M̩xico,2025-05-17,2025-05-17,1,16.1693,0.0,16.1693,0.0,16.1693,0.0,1,16.1693,0.0,1,16.1693,0.0,1,16.1693,0.0,1,16.1693,0.0,16.1693,0.0
A1830K,Estado de M̩xico,2025-06-15,2025-07-20,2,23.0091,0.0,0.6574028571428572,0.0,11.6697,0.0,1,23.0091,0.0,2,23.0091,0.0,2,23.0091,0.0,2,11.50455,0.0,11.6697,0.0
A1844K,Estado de M̩xico,2023-10-16,2025-07-28,18,206.62,0.0,0.31738863287250385,0.0,30.018299999999996,0.0,3,75.567,0.0,7,165.983,0.0,15,181.072,0.0,16,9.391818181818183,0.0,50.887,0.0
