placa,overall_portfolio_risk,core_financial_risk,telemetry_enhancement_score,overall_risk_score,risk_category,projected_insurance_cost,coverage_ratio_30d,gnv_credit_30d,arrears_amount,expected_payment,coverage_risk,credit_utilization,arrears_risk,safety_risk_component,operational_risk_component,accident_risk_score,fuel_efficiency_proxy,unauthorized_use_risk,tampering_risk,total_safety_events,harsh_brake_events,overspeed_events,idling_events,after_hours_events,disconnect_events,hase_default_risk,scenario_type
A2705K,0.17432488223333334,0.21790610279166667,0.0,0.17432488223333334,low,14482.70872812,0.142405205,2563.29369,15436.70631,18000.0,0.857594795,0.17800650625,0.857594795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A274JMF,0.15322660707,0.19153325883749997,0.0,0.15322660707,low,14254.847356356,0.3858468415,6945.243147,11054.756853,18000.0,0.6141531585,0.482308551875,0.6141531585000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A27513E,0.14303639132962964,0.17879548916203705,0.0,0.14303639132962964,low,14144.793026360001,0.5034262538888888,9061.67257,8938.32743,18000.0,0.49657374611111116,0.6292828173611111,0.4965737461111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A27549E,0.0495544704,0.061943088,0.0,0.0495544704,low,13135.18828032,1.28542684,23137.68312,0.0,18000.0,-0.28542683999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2757H,0.1857513400851852,0.2321891751064815,0.0,0.1857513400851852,low,14606.114472919999,0.0105614605555555,190.10629,17809.89371,18000.0,0.9894385394444445,0.013201825694444445,0.9894385394444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2761B,0.17312729280518518,0.21640911600648147,0.0,0.17312729280518518,low,14469.774762296,0.1562235445555555,2812.023802,15187.976198,18000.0,0.8437764554444445,0.19527943069444445,0.8437764554444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A278JMF,0.18166117208888893,0.22707646511111115,0.0,0.18166117208888893,low,14561.940658559999,0.0577557066666666,1039.60272,16960.39728,18000.0,0.9422442933333334,0.07219463333333334,0.9422442933333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A27973E,0.09496800411555562,0.1187100051444445,0.0,0.09496800411555562,low,13625.654444447999,0.9198142636666664,16556.656745999997,1443.343254000003,18000.0,0.08018573633333359,1.0,0.08018573633333351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2797B,0.1858218877148148,0.2322773596435185,0.0,0.1858218877148148,low,14606.876387319999,0.0097474494444444,175.45409,17824.54591,18000.0,0.9902525505555556,0.012184311805555556,0.9902525505555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2810C,0.18481702146666668,0.23102127683333332,0.0,0.18481702146666668,low,14596.023831839999,0.0213420599999999,384.1570799999999,17615.84292,18000.0,0.9786579400000001,0.02667757499999999,0.97865794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A28124E,0.1136507625688889,0.1420634532111111,0.0,0.1136507625688889,low,13827.428235743999,0.8197280576666667,14755.105038,3244.8949620000003,18000.0,0.18027194233333332,1.0,0.18027194233333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A281JTS,0.18559112179222223,0.23198890224027777,0.0,0.18559112179222223,low,14604.384115355999,0.0124101331666666,223.382397,17776.617603,18000.0,0.9875898668333334,0.015512666458333333,0.9875898668333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2835L,0.1640159752651852,0.20501996908148148,0.0,0.1640159752651852,low,14371.372532864,0.2613541315555555,4704.374368,13295.625632,18000.0,0.7386458684444446,0.32669266444444445,0.7386458684444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2841C,0.14817619233555554,0.18522024041944443,0.0,0.14817619233555554,low,14200.302877223998,0.4441208576666667,7994.175438,10005.824562,18000.0,0.5558791423333334,0.5551510720833334,0.5558791423333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A28535E,0.07989869411555559,0.09987336764444447,0.0,0.07989869411555559,low,13462.905896448,1.0009497426666665,18017.095368,0.0,18000.0,-0.0009497426666664754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A28624E,0.0979832156,0.1224790195,0.0,0.0979832156,low,13658.21872848,0.903661345,16265.90421,1734.0957899999994,18000.0,0.09633865500000005,1.0,0.09633865499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2862L,0.15416267309555556,0.19270334136944445,0.0,0.15416267309555556,low,14264.956869431999,0.3750460796666667,6750.829434,11249.170566,18000.0,0.6249539203333333,0.46880759958333335,0.6249539203333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2889E,0.18385600862407409,0.2298200107800926,0.0,0.18385600862407409,low,14585.64489314,0.0324306697222222,583.7520549999999,17416.247945,18000.0,0.9675693302777778,0.04053833715277777,0.9675693302777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A29015E,0.08397620440000002,0.10497025550000001,0.0,0.08397620440000002,low,13506.943007519998,0.978698905,17616.580289999998,383.41971000000194,18000.0,0.021301094999999992,1.0,0.021301095000000107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2901C,0.1862028690851852,0.2327535863564815,0.0,0.1862028690851852,low,14610.99098612,0.0053515105555555,96.32719,17903.67281,18000.0,0.9946484894444445,0.006689388194444444,0.9946484894444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A29057E,0.12012071985925926,0.15015089982407406,0.0,0.12012071985925926,low,13897.303774479999,0.7678378477777777,13821.08126,4178.918739999999,18000.0,0.23216215222222225,0.9597973097222223,0.23216215222222217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A29081,0.18201737613333335,0.2275217201666667,0.0,0.18201737613333335,low,14565.78766224,0.05364566,965.62188,17034.37812,18000.0,0.94635434,0.06705707500000001,0.9463543400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A29124E,0.13795523082962963,0.17244403853703702,0.0,0.13795523082962963,low,14089.91649296,0.5620550288888888,10116.99052,7883.009480000001,18000.0,0.4379449711111112,0.7025687861111111,0.43794497111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2945E,0.18453272013333333,0.23066590016666666,0.0,0.18453272013333333,low,14592.953377439999,0.02462246,443.20428,17556.79572,18000.0,0.97537754,0.030778075,0.9753775399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A29465E,0.12775805378666666,0.1596975672333333,0.0,0.12775805378666666,low,13979.786980895999,0.679714764,12234.865752,5765.134248,18000.0,0.32028523600000003,0.8496434549999999,0.32028523600000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A29517E,0.18073699602222226,0.2259212450277778,0.0,0.18073699602222226,low,14551.95955704,0.0684192766666666,1231.54698,16768.45302,18000.0,0.9315807233333334,0.08552409583333334,0.9315807233333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2961J,0.15506172383111114,0.1938271547888889,0.0,0.15506172383111114,low,14274.666617376,0.3646724173333333,6564.103512,11435.896488,18000.0,0.6353275826666667,0.45584052166666666,0.6353275826666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2967L,0.1859866916037037,0.2324833645046296,0.0,0.1859866916037037,low,14608.65626932,0.0078458661111111,141.22559,17858.774409999998,18000.0,0.9921541338888888,0.00980733263888889,0.9921541338888887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A2988C,0.1810282269525926,0.22628528369074075,0.0,0.1810282269525926,low,14555.104851088,0.0650589197777777,1171.060556,16828.939444,18000.0,0.9349410802222223,0.08132364972222221,0.9349410802222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A29998E,0.10150360896444444,0.12687951120555555,0.0,0.10150360896444444,low,13696.238976816,0.8848020948333334,15926.437707,2073.562293000001,18000.0,0.11519790516666661,1.0,0.11519790516666671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3043J,0.1852037194666667,0.23150464933333337,0.0,0.1852037194666667,low,14600.20017024,0.0168801599999999,303.84288,17696.15712,18000.0,0.9831198400000001,0.0211002,0.98311984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A30514E,0.09256601767555554,0.11570752209444442,0.0,0.09256601767555554,low,13599.712990895998,0.9326820481666668,16788.276867,1211.7231329999995,18000.0,0.06731795183333322,1.0,0.0673179518333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3083D,0.18512835942962966,0.23141044928703705,0.0,0.18512835942962966,low,14599.38628184,0.0177496988888888,319.49458000000004,17680.50542,18000.0,0.9822503011111112,0.022187123611111113,0.9822503011111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3086D,0.18093704592518522,0.2261713074064815,0.0,0.18093704592518522,low,14554.120095991999,0.0661110085555555,1189.998154,16810.001846,18000.0,0.9338889914444445,0.08263876069444445,0.9338889914444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3151A,0.18585599344592593,0.2323199918074074,0.0,0.18585599344592593,low,14607.244729215998,0.0093539217777777,168.370592,17831.629408,18000.0,0.9906460782222223,0.01169240222222222,0.9906460782222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3155K,0.15691285615888892,0.19614107019861113,0.0,0.15691285615888892,low,14294.658846516,0.3433131981666666,6179.637567,11820.362433,18000.0,0.6566868018333334,0.4291414977083333,0.6566868018333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3187E,0.17065269866296298,0.21331587332870372,0.0,0.17065269866296298,low,14443.04914556,0.1847765538888889,3325.97797,14674.02203,18000.0,0.8152234461111111,0.23097069236111112,0.8152234461111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A32194E,0.07730112842666666,0.09662641053333332,0.0,0.07730112842666666,low,13434.852187008,1.025301921,18455.434578,0.0,18000.0,-0.02530192100000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3315E,0.1858276857148148,0.2322846071435185,0.0,0.1858276857148148,low,14606.93900572,0.0096805494444444,174.24989,17825.75011,18000.0,0.9903194505555556,0.012100686805555556,0.9903194505555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3315J,0.1846785979,0.23084824737499998,0.0,0.1846785979,low,14594.52885732,0.022939255,412.90659,17587.09341,18000.0,0.977060745,0.02867406875,0.9770607450000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3319E,0.18082705771111113,0.2260338221388889,0.0,0.18082705771111113,low,14552.93222328,0.0673801033333333,1212.84186,16787.15814,18000.0,0.9326198966666667,0.08422512916666666,0.9326198966666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3330M,0.16252354803740743,0.20315443504675926,0.0,0.16252354803740743,low,14355.254318804,0.2785744457222222,5014.340023,12985.659977,18000.0,0.7214255542777779,0.34821805715277776,0.7214255542777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3358A,0.1804995336262963,0.22562441703287037,0.0,0.1804995336262963,low,14549.394963164,0.0711592273888889,1280.866093,16719.133907,18000.0,0.9288407726111111,0.08894903423611111,0.9288407726111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3392G,0.18072664342407407,0.2259083042800926,0.0,0.18072664342407407,low,14551.84774898,0.0685387297222222,1233.697135,16766.302865,18000.0,0.9314612702777778,0.08567341215277777,0.9314612702777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A346JMC,0.16008530571333335,0.20010663214166668,0.0,0.16008530571333335,low,14328.921301704,0.306708011,5520.744198,12479.255802,18000.0,0.693291989,0.38338501375,0.693291989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3472C,0.18625647766666667,0.23282059708333333,0.0,0.18625647766666667,low,14611.569958799999,0.00473295,85.19309999999999,17914.8069,18000.0,0.99526705,0.005916187499999999,0.9952670499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3486H,0.18594332215925924,0.23242915269907405,0.0,0.18594332215925924,low,14608.187879319998,0.0083462827777777,150.23309,17849.76691,18000.0,0.9916537172222223,0.010432853472222222,0.9916537172222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3487H,0.17801391609074074,0.22251739511342591,0.0,0.17801391609074074,low,14522.55029378,0.0998394297222222,1797.109735,16202.890265,18000.0,0.9001605702777777,0.12479928715277777,0.9001605702777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3496J,0.14323701036296296,0.1790462629537037,0.0,0.14323701036296296,low,14146.95971192,0.5011114188888889,9020.00554,8979.99446,18000.0,0.4988885811111111,0.6263892736111111,0.4988885811111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3512J,0.15507694737518518,0.19384618421898148,0.0,0.15507694737518518,low,14274.831031652,0.3644967610555555,6560.941699,11439.058301,18000.0,0.6355032389444445,0.45562095131944447,0.6355032389444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3513J,0.16105149891148152,0.20131437363935187,0.0,0.16105149891148152,low,14339.356188244,0.2955596279444444,5320.073303,12679.926697,18000.0,0.7044403720555557,0.36944953493055555,0.7044403720555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3524H,0.18232066668222224,0.22790083335277778,0.0,0.18232066668222224,low,14569.063200168,0.0501461536666666,902.630766,17097.369234,18000.0,0.9498538463333334,0.06268269208333334,0.9498538463333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3606J,0.17531182699444448,0.21913978374305557,0.0,0.17531182699444448,low,14493.36773154,0.1310173808333333,2358.312855,15641.687145,18000.0,0.8689826191666667,0.16377172604166668,0.8689826191666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3612C,0.1594897048488889,0.19936213106111111,0.0,0.1594897048488889,low,14322.488812368,0.3135803286666666,5644.445916,12355.554084,18000.0,0.6864196713333335,0.3919754108333333,0.6864196713333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3625B,0.16224125655222224,0.2028015706902778,0.0,0.16224125655222224,low,14352.205570764,0.2818316551666667,5072.969793,12927.030207,18000.0,0.7181683448333334,0.35228956895833335,0.7181683448333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3697K,0.18584733112222226,0.2323091639027778,0.0,0.18584733112222226,low,14607.15117612,0.0094538716666666,170.16969,17829.83031,18000.0,0.9905461283333334,0.011817339583333334,0.9905461283333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3730M,0.1736801161825926,0.21710014522824075,0.0,0.1736801161825926,low,14475.745254771999,0.1498448132777777,2697.206639,15302.793361,18000.0,0.8501551867222223,0.18730601659722224,0.8501551867222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3750L,0.16621445519000003,0.20776806898750003,0.0,0.16621445519000003,low,14395.116116051999,0.2359870554999999,4247.766999,13752.233001,18000.0,0.7640129445000001,0.294983819375,0.7640129445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3757E,0.1586434018348148,0.19830425229351847,0.0,0.1586434018348148,low,14313.348739816,0.3233453634444445,5820.216542,12179.783458,18000.0,0.6766546365555555,0.40418170430555556,0.6766546365555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3816H,0.1551221688911111,0.19390271111388888,0.0,0.1551221688911111,low,14275.319424023999,0.3639749743333333,6551.549538,11448.450462,18000.0,0.6360250256666666,0.45496871791666665,0.6360250256666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3820J,0.1785796336,0.223224542,0.0,0.1785796336,low,14528.66004288,0.0933119199999999,1679.61456,16320.38544,18000.0,0.9066880800000001,0.1166399,0.90668808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3859D,0.17583994746851855,0.21979993433564818,0.0,0.17583994746851855,low,14499.07143266,0.1249236830555555,2248.626295,15751.373705,18000.0,0.8750763169444445,0.15615460381944446,0.8750763169444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3861B,0.18571664452962966,0.23214580566203705,0.0,0.18571664452962966,low,14605.73976092,0.0109617938888888,197.31229,17802.68771,18000.0,0.9890382061111112,0.01370224236111111,0.989038206111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3864B,0.1592014180622222,0.19900177257777776,0.0,0.1592014180622222,low,14319.375315071999,0.3169067146666666,5704.320863999999,12295.679136,18000.0,0.6830932853333334,0.3961333933333333,0.6830932853333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3873M,0.18423935351481482,0.23029919189351852,0.0,0.18423935351481482,low,14589.78501796,0.0280074594444444,504.13427,17495.86573,18000.0,0.9719925405555556,0.035009324305555554,0.9719925405555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3889A,0.1713820255777778,0.21422753197222222,0.0,0.1713820255777778,low,14450.925876239999,0.1763612433333333,3174.50238,14825.49762,18000.0,0.8236387566666667,0.22045155416666665,0.8236387566666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3917B,0.18379926404296298,0.22974908005370373,0.0,0.18379926404296298,low,14585.032051663999,0.0330854148888888,595.537468,17404.462532,18000.0,0.9669145851111112,0.04135676861111111,0.9669145851111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A3929L,0.17731987275518518,0.22164984094398146,0.0,0.17731987275518518,low,14515.054625756,0.1078476220555555,1941.257197,16058.742803,18000.0,0.8921523779444445,0.13480952756944445,0.8921523779444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A399JMB,0.1596437333940741,0.1995546667425926,0.0,0.1596437333940741,low,14324.152320656,0.3118030762222222,5612.455372,12387.544628,18000.0,0.6881969237777779,0.3897538452777778,0.6881969237777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4056C,0.1615478464274074,0.20193480803425926,0.0,0.1615478464274074,low,14344.716741416,0.2898325412222222,5216.985742,12783.014258,18000.0,0.7101674587777778,0.36229067652777774,0.7101674587777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A40958,0.1861601693814815,0.23270021172685187,0.0,0.1861601693814815,low,14610.52982932,0.0058441994444444,105.19559,17894.80441,18000.0,0.9941558005555556,0.0073052493055555555,0.9941558005555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4096M,0.17083929879481483,0.2135491234935185,0.0,0.17083929879481483,low,14445.064426984,0.1826234754444444,3287.222558,14712.777442,18000.0,0.8173765245555555,0.22827934430555555,0.8173765245555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4114B,0.18573746186296303,0.23217182732870376,0.0,0.18573746186296303,low,14605.96458812,0.0107215938888888,192.98869,17807.01131,18000.0,0.9892784061111112,0.013401992361111111,0.9892784061111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4147E,0.16000553179592594,0.20000691474490742,0.0,0.16000553179592594,low,14328.059743396,0.3076284792777777,5537.312626999999,12462.687373,18000.0,0.6923715207222223,0.3845355990972222,0.6923715207222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4171D,0.18583865723333334,0.23229832154166666,0.0,0.18583865723333334,low,14607.057498119999,0.009553955,171.97119,17828.02881,18000.0,0.990446045,0.01194244375,0.990446045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4172C,0.17979643292592595,0.2247455411574074,0.0,0.17979643292592595,low,14541.8014756,0.0792719277777777,1426.8947,16573.1053,18000.0,0.9207280722222223,0.09908990972222223,0.9207280722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4174H,0.18582705735259264,0.23228382169074077,0.0,0.18582705735259264,low,14606.932219408,0.0096877997777777,174.380396,17825.619604,18000.0,0.9903122002222223,0.01210974972222222,0.9903122002222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4177K,0.17271393055333334,0.21589241319166666,0.0,0.17271393055333334,low,14465.310449976,0.160993109,2897.875962,15102.124038,18000.0,0.839006891,0.20124138625000002,0.839006891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4193A,0.1711732353703704,0.213966544212963,0.0,0.1711732353703704,low,14448.670942,0.1787703611111111,3217.8665,14782.1335,18000.0,0.8212296388888889,0.2234629513888889,0.8212296388888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4223B,0.16431542306222224,0.2053942788277778,0.0,0.16431542306222224,low,14374.606569071999,0.2578989646666667,4642.181364,13357.818636,18000.0,0.7421010353333333,0.32237370583333336,0.7421010353333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4250B,0.16609572382111112,0.20761965477638888,0.0,0.16609572382111112,low,14393.833817268,0.2373570328333333,4272.426591,13727.573409,18000.0,0.7626429671666667,0.29669629104166667,0.7626429671666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4267D,0.1670108540640741,0.2087635675800926,0.0,0.1670108540640741,low,14403.717223892,0.2267978377222222,4082.361079,13917.638921,18000.0,0.7732021622777778,0.28349729715277777,0.7732021622777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4272L,0.18445563403333332,0.23056954254166664,0.0,0.18445563403333332,low,14592.120847559998,0.025511915,459.21447,17540.78553,18000.0,0.974488085,0.03188989375,0.9744880850000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4307J,0.16596817846185186,0.20746022307731482,0.0,0.16596817846185186,low,14392.456327388,0.2388287100555555,4298.916781,13701.083219,18000.0,0.7611712899444445,0.29853588756944444,0.7611712899444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4342L,0.1846528868514815,0.23081610856435186,0.0,0.1846528868514815,low,14594.251177995999,0.0232359209444444,418.246577,17581.753423,18000.0,0.9767640790555556,0.029044901180555555,0.9767640790555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4385LA,0.18485791705925927,0.2310723963240741,0.0,0.18485791705925927,low,14596.465504239999,0.0208701877777777,375.66338,17624.33662,18000.0,0.9791298122222223,0.026087734722222224,0.9791298122222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4404M,0.17006059576629629,0.21257574470787036,0.0,0.17006059576629629,low,14436.654434275999,0.1916085103888889,3448.953187,14551.046813,18000.0,0.8083914896111111,0.2395106379861111,0.8083914896111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4434C,0.16178994755074072,0.2022374344384259,0.0,0.16178994755074072,low,14347.331433547999,0.2870390667222222,5166.703200999999,12833.296799,18000.0,0.7129609332777778,0.35879883340277774,0.7129609332777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4488G,0.18243479775555554,0.22804349719444442,0.0,0.18243479775555554,low,14570.295815759999,0.0488292566666666,878.92662,17121.07338,18000.0,0.9511707433333334,0.06103657083333333,0.9511707433333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4521C,0.1636762175592593,0.2045952719490741,0.0,0.1636762175592593,low,14367.70314964,0.2652744127777778,4774.93943,13225.06057,18000.0,0.7347255872222223,0.33159301597222224,0.7347255872222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4531G,0.15808853401,0.1976106675125,0.0,0.15808853401,low,14307.356167308,0.3297476844999999,5935.458320999999,12064.541679000002,18000.0,0.6702523155000001,0.4121846056249999,0.6702523155000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A4533K,0.17753986490370374,0.22192483112962966,0.0,0.17753986490370374,low,14517.43054096,0.1053092511111111,1895.56652,16104.43348,18000.0,0.8946907488888889,0.1316365638888889,0.8946907488888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
