plaza_limpia,placa,fecha_dia,coverage_ratio_14d,coverage_ratio_30d,downtime_hours_30d,activity_drop_pct,average_speed_kph_30d,trip_count_30d,distance_km_30d,engine_hours_30d,driving_hours_30d,idling_hours_30d,after_hours_distance_km_30d,work_distance_km_30d,after_hours_ratio_30d,idle_pressure_30d,high_speed_pressure_30d,seatbelt_pressure_30d,telemetry_health_score,telemetry_alert,safety_score,safety_alert,protections_applied_last_12m,last_protection_at,expected_payment,gnv_credit_30d,bank_transfer,exposure_after_transfer,arrears_amount,risk_score,needs_protection,suggested_scenario,whatsapp_segment
AGUASCALIENTES,A05164A,2025-07-31,0.4118920633294445,0.881745880291111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,15871.42584524,790.83,1337.7441547599992,2128.574154759999,0.045,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05165A,2025-07-31,0.27990004891,0.5846444661233334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,10523.60039022,2844.45,4631.949609780001,7476.399609780001,0.158,1,restructure-light,PIA_OPCIONES
AGUASCALIENTES,A05166A,2025-07-31,0.3265862599999999,0.6605403805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,11889.726849,2852.55,3257.7231509999992,6110.273150999999,0.129,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05169A,2025-07-31,0.3562990007666666,0.7710976446816666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,13879.75760427,1989.35,2130.89239573,4120.24239573,0.087,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05175A,2025-07-26,0.287772,0.6314402216666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,11365.92399,3693.47,2940.606010000001,6634.076010000001,0.14,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05176A,2025-07-31,0.3118653315555555,0.6913309736666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12443.957525999998,3703.62,1852.4224740000018,5556.042474000002,0.117,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05177A,2025-07-28,0.3396652703888889,0.709173520611111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12765.123371,3563.79,1671.0866290000004,5234.876629,0.111,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05188A,2025-07-31,0.3737332606661111,0.8604615177622221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,15488.30731972,1374.11,1137.582680280001,2511.692680280001,0.053,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05197A,2025-07-31,0.4049147638533332,0.910645555435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,16391.61999783,877.0,731.3800021700008,1608.3800021700008,0.034,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05206A,2025-07-31,0.2619688664205555,0.580819321071111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,10454.747779279998,3248.81,4296.442220720002,7545.252220720002,0.159,1,restructure-light,PIA_OPCIONES
AGUASCALIENTES,A05207A,2025-07-31,0.3069522727838888,0.6656811128783333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,11982.26003181,3929.49,2088.249968190001,6017.739968190001,0.127,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05211A,2025-07-31,0.3002359176288889,0.6990566486166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12583.0196751,2655.54,2761.4403248999997,5416.9803249,0.114,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05214A,2025-07-31,0.2845830437033333,0.6346390567733332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,11423.503021919998,2115.24,4461.256978080002,6576.496978080002,0.139,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05219A,2025-07-31,0.4334053141983333,0.9460222086366668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,17028.399755460003,535.39,436.21024453999723,971.6002445399972,0.021,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05220A,2025-07-31,0.3192116600316667,0.6657891649766666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,11984.20496958,3516.11,2499.68503042,6015.79503042,0.127,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05225A,2025-07-31,0.2973882421433332,0.6893685564738888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12408.63401653,2434.23,3157.1359834699992,5591.365983469999,0.118,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05226A,2025-07-31,0.3308802076477777,0.8301159644216666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,14942.08735959,1967.69,1090.2226404100006,3057.9126404100007,0.065,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05228A,2025-07-31,0.3384226829733333,0.7127808301922222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12830.05494346,3305.99,1863.9550565400004,5169.94505654,0.109,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05229A,2025-07-31,0.3625760471666667,0.739822027388889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,13316.796493000002,3377.53,1305.6735069999982,4683.203506999998,0.099,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05234A,2025-07-31,0.3383913310555555,0.7592369228888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,13666.264612,2984.94,1348.795387999999,4333.735387999999,0.091,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05238A,2025-05-27,0.3187397028961111,0.6930794280227778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12475.42970441,3820.02,1704.5502955899997,5524.57029559,0.117,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05247A,2025-07-31,0.2809759730555555,0.7214215341666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12985.587615,2455.7,2558.712385,5014.412385,0.106,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05253A,2025-07-31,0.2116861248888888,0.5018449225555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,9033.208606,6926.48,2040.3113940000003,8966.791394,0.189,1,restructure-light,PIA_OPCIONES
AGUASCALIENTES,A05255A,2025-07-31,0.3140969498333333,0.6708373338333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12075.072009,3729.66,2195.2679910000006,5924.9279910000005,0.125,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05258A,2025-07-31,0.3675577736666667,0.8447792419444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,15206.026355000002,1561.41,1232.5636449999981,2793.973644999998,0.059,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05274A,2025-07-31,0.3668494957477777,0.7549970911494445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,13589.94764069,2979.46,1430.5923593100006,4410.052359310001,0.093,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05278A,2025-07-29,0.2566652977777778,0.5989417322777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,10780.951181,3727.88,3491.1688189999995,7219.048819,0.152,1,restructure-light,PIA_OPCIONES
AGUASCALIENTES,A05286A,2025-07-25,0.3415355215,0.7180921242222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12925.658236,3083.39,1990.9517640000008,5074.341764000001,0.107,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0528N,2025-07-30,0.1382970986666666,0.3046542751666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5483.776953,9287.33,3228.8930469999996,12516.223047,0.264,1,restructure-light,PIA_OPCIONES
AGUASCALIENTES,A05290A,2025-07-31,0.2893300773333333,0.6413067488333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,11543.521479,5370.77,1085.7085209999987,6456.478520999999,0.136,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05292A,2025-07-31,0.3139969610555556,0.6860829531111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12349.493156,4817.82,832.6868439999998,5650.506844,0.119,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05296A,2025-07-31,0.2994242918333333,0.2994242918333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5389.637253,7593.71,5016.652746999999,12610.362747,0.266,1,restructure-light,PIA_OPCIONES
AGUASCALIENTES,A05354A,2025-07-31,0.3515854768983333,0.7531381278316667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,13556.48630097,2720.16,1723.35369903,4443.51369903,0.094,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05355A,2025-07-31,0.2831156345766667,0.6028608934683333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,10851.49608243,5575.28,1573.2239175700006,7148.50391757,0.151,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05356A,2025-07-31,0.3198769095433333,0.6228434038783334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,11211.18126981,3317.49,3471.32873019,6788.81873019,0.143,1,advisor-review,PIA_OPCIONES
EDOMEX - ECATEPEC,A05366E,2025-07-31,0.4033613651666666,0.902616199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,16247.091582,1406.59,346.318418000001,1752.908418000001,0.037,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0537H,2024-11-18,0.13637568,0.2866742949999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5160.137309999999,7658.79,5181.072690000002,12839.862690000002,0.271,1,restructure-light,PIA_OPCIONES
AGUASCALIENTES,A05408A,2025-07-31,0.3377112583888889,0.7888358825555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,14199.045886,1404.51,2396.444114,3800.954114,0.08,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05409A,2025-07-31,0.3753365867222222,0.8237452828333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,14827.415091,1088.94,2083.644908999999,3172.5849089999992,0.067,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05410A,2025-07-31,0.4302686586666666,0.9545018225555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,17181.032806,659.43,159.5371940000008,818.9671940000007,0.017,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05432A,2025-07-30,0.3225253142222222,0.6181372975555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,11126.471356,2291.23,4582.298644,6873.528644,0.145,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05501A,2025-07-31,0.4120207277116666,0.91146556073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,16406.38009314,746.4,847.2199068599999,1593.61990686,0.034,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05502A,2025-07-31,0.4796348744333333,0.967449647175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,17414.093649150003,293.23,292.67635084999665,585.9063508499967,0.012,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05503A,2025-07-31,0.32637198896,0.7406806933266666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,13332.25247988,1884.82,2782.92752012,4667.7475201199995,0.099,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05504A,2025-07-31,0.3609026027316667,0.7942750883566667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,14296.951590420002,1808.33,1894.7184095799985,3703.0484095799984,0.078,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05505A,2025-07-31,0.2868045736111111,0.5909047032777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,10636.284659,5490.5,1873.2153409999992,7363.715340999999,0.155,1,restructure-light,PIA_OPCIONES
AGUASCALIENTES,A05506A,2025-07-31,0.32286859424,0.6985790240438888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12574.42243279,1675.47,3750.1075672100005,5425.577567210001,0.115,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05507A,2025-07-31,0.3585835318388888,0.832579061461111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,14986.4231063,2399.72,613.8568936999995,3013.5768936999993,0.064,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05508A,2025-07-31,0.2922668081666666,0.6318352039999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,11373.033672,5393.88,1233.0863280000003,6626.966328,0.14,1,advisor-review,PIA_OPCIONES
AGUASCALIENTES,A05509A,2025-07-31,0.0729054437222222,0.0729054437222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1312.297987,8733.62,7954.082013000001,16687.702013000002,0.352,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0576E,2025-07-31,0.1558262914444444,0.3340254431111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,6012.457976,4701.13,7286.412024,11987.542024,0.253,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0582H,2024-11-03,0.006115305,0.006115305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,110.07549,11816.37,6073.55451,17889.92451,0.378,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0604A,2024-05-21,0.1000582705555555,0.1000582705555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1801.04887,6022.83,10176.12113,16198.95113,0.342,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0623N,2025-07-31,0.1471104049444444,0.3033957342777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5461.123217,6507.07,6031.806783,12538.876783,0.265,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,A064,2024-09-04,0.0273821327777777,0.0273821327777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,492.87839,15319.74,2187.3816099999985,17507.12161,0.37,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0646E,2025-07-31,0.1438182294999999,0.2954372003333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5317.869606,11379.41,1302.720394,12682.130394,0.268,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0682K,2024-03-06,0.1491039099999999,0.3358837699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,6045.907859999999,9124.12,2829.97214,11954.09214,0.252,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0689J,2025-07-31,0.1431559559999999,0.333275865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5998.96557,5839.43,6161.604429999999,12001.03443,0.253,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0748J,2025-07-18,0.1421826161666666,0.2959108476666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5326.3952580000005,9031.2,3642.404741999999,12673.604742,0.268,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0772M,2024-09-14,0.0629874755555555,0.0629874755555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1133.7745599999998,12198.39,4667.835440000003,16866.225440000002,0.356,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,A0776D,2025-06-27,0.0981606657777777,0.2148103262222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,3866.585872,7528.94,6604.474128000001,14133.414128,0.298,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,A0802E,2025-07-02,0.1378440410555555,0.2803416902222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5046.1504239999995,8867.34,4086.5095760000004,12953.849576,0.273,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0813B,2024-08-04,0.1020724394444444,0.1020724394444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1837.30391,4952.84,11209.85609,16162.69609,0.341,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0814M,2025-01-16,0.0082715822222222,0.0082715822222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,148.88848,7594.48,10256.631519999999,17851.11152,0.377,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0855A,2024-12-22,0.1396287349999999,0.3175128838888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5715.23191,7555.78,4728.98809,12284.76809,0.259,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0858A,2024-08-22,0.0021811494444444,0.0021811494444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,39.26069,7152.88,10807.85931,17960.73931,0.379,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0921D,2025-06-19,0.0702799684444444,0.1521384584444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,2738.492252,6097.65,9163.857748,15261.507748,0.322,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A0945H,2023-11-09,0.0071099827777777,0.0071099827777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,127.97969,14329.47,3542.5503100000005,17872.02031,0.377,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,A1016L,2024-11-18,0.0194250183333333,0.0194250183333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,349.65032999999994,15770.23,1880.11967,17650.34967,0.373,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,A1022C,2025-07-15,0.0155815738333333,0.0155815738333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,280.46832900000004,11226.77,6492.761671,17719.531671,0.374,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A1024C,2025-07-31,0.1620298457777777,0.2154922273333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,3878.860092,11345.51,2775.629908000001,14121.139908000001,0.298,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A1113L,2024-03-11,0.0614518983333333,0.0614518983333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1106.13417,15106.38,1787.4858299999996,16893.86583,0.357,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A1118K,2025-04-14,0.0093004105555555,0.0093004105555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,167.40739,6864.79,10967.802609999999,17832.59261,0.376,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,A1123C,2025-05-20,0.0146782883888888,0.0146782883888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,264.209191,10090.73,7645.060808999999,17735.790809,0.374,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A114JLB,2025-07-26,0.1246214324999999,0.2975968808333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5356.743855,6771.02,5872.236144999999,12643.256145,0.267,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A1155G,2025-07-31,0.1321616513333333,0.2737114632222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,4926.806338,4549.86,8523.333662000001,13073.193662,0.276,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,A1178C,2025-07-30,0.007652772,0.007652772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,137.749896,13453.81,4408.440103999999,17862.250104,0.377,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,A1185K,2025-07-19,0.0517331475,0.0517331475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,931.196655,9563.09,7505.713345,17068.803345,0.36,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A1291M,2025-04-01,0.0636959522222222,0.0636959522222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1146.52714,9801.92,7051.552860000002,16853.47286,0.356,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A1297B,2024-08-10,0.01655756,0.01655756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,298.03608,6910.91,10791.053919999998,17701.96392,0.374,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,A1343H,2024-10-03,0.1443535849999999,0.307279655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5531.0337899999995,5094.27,7374.69621,12468.96621,0.263,1,restructure-light,PIA_OPCIONES
