Reporte de errores del motor,,"oct. 05, 2025",,,,,,,,,
DIDCOM IOT,,,,,,,,,,,
,,,,,,,,,,,
Fecha,,,,,,,,,,,
Desde,"sep. 01, 2025",,,,,,,,,,
Hasta,"sep. 30, 2025",,,,,,,,,,
Días,30,,,,,,,,,,
,,,,,,,,,,,
Huso horario,America/Mexico_City,,,,,,,,,,
,,,,,,,,,,,
Dispositivo,Grupo de dispositivos,Fecha,Fecha de descarte,Usuario que lo descarta,Descripción,Modo de Falla,Fuente,Controlador de motor,Código,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 8:26:34 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 8:26:54 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 9:04:02 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 9:04:03 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 9:04:23 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 10:23:20 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 10:23:21 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 10:23:40 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 10:37:35 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 10:37:35 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 10:37:55 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 1:08:15 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 1:08:15 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 1:08:35 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 1:23:32 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 1:23:32 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 1:23:52 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 3:46:59 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 3:46:59 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 3:47:19 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 4:06:09 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 4:06:09 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 4:06:29 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 4:49:24 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 4:49:25 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 5:06:39 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 5:06:39 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 5:06:59 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 6:08:32 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 6:08:33 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 6:08:52 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 6:24:20 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 6:24:20 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 6:24:40 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 6:29:40 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 6:29:41 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 01, 2025 6:30:00 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 5:45:32 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 5:45:32 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 5:45:52 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 6:22:30 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 6:22:31 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 6:22:51 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 7:08:20 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 7:08:20 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 7:08:40 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 7:14:24 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 7:14:24 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 7:14:44 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 10:25:44 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 10:25:45 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 10:26:05 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 10:44:38 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 10:44:38 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 10:44:59 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 11:39:33 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 11:39:33 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 11:39:53 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 12:51:03 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 12:51:03 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 12:51:23 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 2:22:05 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 2:22:05 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 2:22:25 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 3:39:29 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 3:39:29 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 3:39:49 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 4:02:26 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 4:02:27 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 4:02:47 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 5:26:22 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 5:26:22 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 5:26:42 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 6:05:47 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 6:05:47 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 6:06:07 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 6:24:35 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 6:24:36 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 02, 2025 6:24:56 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 5:46:55 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 5:46:55 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 5:47:15 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 7:11:50 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 7:11:50 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 7:12:10 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 11:25:27 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 11:25:27 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 11:25:47 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 11:39:20 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 11:39:21 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 11:39:40 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 12:29:34 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 12:29:34 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 2:46:43 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 2:46:43 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 2:47:03 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 3:02:51 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 3:02:51 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 3:03:11 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 4:45:40 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 4:45:41 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 4:46:01 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 5:02:59 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 5:02:59 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 5:03:19 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 7:21:48 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 7:21:50 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 7:22:09 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:02:20 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:02:21 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:02:40 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:20:21 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:20:21 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:20:41 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:30:01 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:30:01 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:30:21 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:47:17 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:47:17 p. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 03, 2025 8:47:37 p. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 04, 2025 5:54:17 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 04, 2025 5:54:18 a. m.","ene. 00, 1900 12:00:00 a. m.",0,Vehicle speed sensor A circuit low,No sub type information,OBD with Source Address Information,OBD Powertrain,P0502,,
A-05503-A,"Vehicle, Conductores del mundo","sep. 04, 2025 5:54:37 a. m.","ene. 00, 1900 12:00:00 a. m.",0,La luz de advertencia del vehículo está encendida,,Telematics Device,Telematics device,168,,
